region,date,precipitation_mm
AMZ14,01/08/2008,32.04292662
AMZ14,01/09/2008,30.34740764
AMZ14,01/10/2008,91.81571105
AMZ14,01/11/2008,90.12503406
AMZ14,01/12/2008,175.1174667
AMZ14,01/01/2009,151.6548199
AMZ14,01/02/2009,189.5485906
AMZ14,01/03/2009,183.7953217
AMZ14,01/04/2009,90.74562381
AMZ14,01/05/2009,50.01028443
AMZ14,01/06/2009,28.36043673
AMZ14,01/07/2009,34.87477057
AMZ14,01/08/2009,23.74966231
AMZ14,01/09/2009,43.05381277
AMZ14,01/10/2009,77.4921426
AMZ14,01/11/2009,122.3707748
AMZ14,01/12/2009,188.9276305
AMZ14,01/01/2010,207.4131253
AMZ14,01/02/2010,183.8580438
AMZ14,01/03/2010,120.9369553
AMZ14,01/04/2010,30.15093211
AMZ14,01/05/2010,32.9108278
AMZ14,01/06/2010,9.987383875
AMZ14,01/07/2010,22.52450317
AMZ14,01/08/2010,16.85662107
AMZ14,01/09/2010,30.68278774
AMZ14,01/10/2010,77.60374061
AMZ14,01/11/2010,76.14646429
AMZ14,01/12/2010,136.2652378
AMZ14,01/01/2011,213.5324124
AMZ14,01/02/2011,225.5532592
AMZ14,01/03/2011,126.5868821
AMZ14,01/04/2011,78.03331302
AMZ14,01/05/2011,26.10650241
AMZ14,01/06/2011,17.78355851
AMZ14,01/07/2011,25.31390575
AMZ14,01/08/2011,21.03722512
AMZ14,01/09/2011,32.95016749
AMZ14,01/10/2011,73.64475888
AMZ14,01/11/2011,95.86866571
AMZ14,01/12/2011,165.8788706
AMZ14,01/01/2012,183.3637622
AMZ14,01/02/2012,256.7972022
AMZ14,01/03/2012,130.95966
AMZ14,01/04/2012,122.6042028
AMZ14,01/05/2012,73.19964971
AMZ14,01/06/2012,55.4475043
AMZ14,01/07/2012,18.28225448
AMZ14,01/08/2012,17.40215154
AMZ14,01/09/2012,37.65464931
AMZ14,01/10/2012,52.56252834
AMZ14,01/11/2012,148.2501144
AMZ14,01/12/2012,162.4839346
AMZ14,01/01/2013,153.3940635
AMZ14,01/02/2013,153.8082664
AMZ14,01/03/2013,97.86087406
AMZ14,01/04/2013,75.98430625
AMZ14,01/05/2013,59.80336488
AMZ14,01/06/2013,51.48582839
AMZ14,01/07/2013,16.08967292
AMZ14,01/08/2013,25.08978964
AMZ14,01/09/2013,38.63189566
AMZ14,01/10/2013,111.5092801
AMZ14,01/11/2013,92.65025684
AMZ14,01/12/2013,197.940131
AMZ14,01/01/2014,229.6013452
AMZ14,01/02/2014,238.6939081
AMZ14,01/03/2014,187.6790564
AMZ14,01/04/2014,66.38693425
AMZ14,01/05/2014,88.19943611
AMZ14,01/06/2014,34.58541386
AMZ14,01/07/2014,24.90473447
AMZ14,01/08/2014,15.09224783
AMZ14,01/09/2014,65.5678944
AMZ14,01/10/2014,56.90406544
AMZ14,01/11/2014,135.8033336
AMZ14,01/12/2014,144.2939863
AMZ14,01/01/2015,209.1301132
AMZ14,01/02/2015,177.1865464
AMZ14,01/03/2015,110.8862392
AMZ14,01/04/2015,77.45093253
AMZ14,01/05/2015,73.68083147
AMZ14,01/06/2015,26.87515181
AMZ14,01/07/2015,53.58400496
AMZ14,01/08/2015,24.82009028
AMZ14,01/09/2015,36.0644083
AMZ14,01/10/2015,59.20259844
AMZ14,01/11/2015,94.90747163
AMZ14,01/12/2015,123.6592788
AMZ14,01/01/2016,199.8635925
AMZ14,01/02/2016,148.0297926
AMZ14,01/03/2016,89.76332199
AMZ14,01/04/2016,76.34109669
AMZ14,01/05/2016,29.88039636
AMZ14,01/06/2016,18.83016942
AMZ14,01/07/2016,10.49667044
AMZ14,01/08/2016,31.77746225
AMZ14,01/09/2016,46.32552741
AMZ14,01/10/2016,66.30165705
AMZ14,01/11/2016,96.6067226
AMZ14,01/12/2016,133.3775236
AMZ14,01/01/2017,167.6335028
AMZ14,01/02/2017,163.2007088
AMZ14,01/03/2017,192.0085119
AMZ14,01/04/2017,101.8674357
AMZ14,01/05/2017,96.0268539
AMZ14,01/06/2017,21.45775315
AMZ14,01/07/2017,8.620778928
AMZ14,01/08/2017,26.78120622
AMZ14,01/09/2017,42.22725034
AMZ14,01/10/2017,63.00927572
AMZ14,01/11/2017,112.3598301
AMZ14,01/12/2017,241.8540524
AMZ14,01/01/2018,235.3756283
AMZ14,01/02/2018,132.9581387
AMZ14,01/03/2018,133.388464
AMZ14,01/04/2018,55.81297752
AMZ14,01/05/2018,67.52459236
AMZ14,01/06/2018,34.94672364
AMZ14,01/07/2018,19.45241728
AMZ14,01/08/2018,35.41403947
AMZ14,01/09/2018,51.4568914
AMZ14,01/10/2018,114.1787754
AMZ14,01/11/2018,164.9816816
AMZ14,01/12/2018,207.3184985
AMZ14,01/01/2019,153.706325
AMZ14,01/02/2019,170.4227428
AMZ14,01/03/2019,122.9700081
AMZ14,01/04/2019,129.7309888
AMZ14,01/05/2019,76.77275469
AMZ14,01/06/2019,30.99475833
AMZ14,01/07/2019,27.07636544
AMZ14,01/08/2019,11.55135763
AMZ14,01/09/2019,29.27753828
AMZ14,01/10/2019,45.79077138
AMZ14,01/11/2019,180.6814473
AMZ14,01/12/2019,187.6767021
AMZ14,01/01/2020,190.3456304
AMZ14,01/02/2020,188.4824634
AMZ14,01/03/2020,120.1636044
AMZ14,01/04/2020,50.8775368
AMZ14,01/05/2020,69.14141473
AMZ14,01/06/2020,35.30958193
AMZ14,01/07/2020,22.26213695
AMZ14,01/08/2020,52.02340196
AMZ14,01/09/2020,38.58590773
AMZ14,01/10/2020,47.56764696
AMZ14,01/11/2020,69.3254189
AMZ14,01/12/2020,160.3192565
AMZ14,01/01/2021,248.3844666
AMZ14,01/02/2021,145.7442477
AMZ14,01/03/2021,146.3331317
AMZ14,01/04/2021,98.59813922
AMZ14,01/05/2021,49.15223094
AMZ14,01/06/2021,41.75281969
AMZ14,01/07/2021,12.17453416
AMZ14,01/08/2021,33.59476018
AMZ14,01/09/2021,37.7069277
AMZ14,01/10/2021,60.41926445
AMZ14,01/11/2021,154.1402026
AMZ14,01/12/2021,216.192125
AMZ15,01/01/1985,294.2881823
AMZ15,01/02/1985,213.0694366
AMZ15,01/03/1985,222.4356042
AMZ15,01/04/1985,200.3009211
AMZ15,01/05/1985,63.99471435
AMZ15,01/06/1985,13.17307547
AMZ15,01/07/1985,26.09061029
AMZ15,01/08/1985,44.36279081
AMZ15,01/09/1985,88.20551609
AMZ15,01/10/1985,146.5643111
AMZ15,01/11/1985,189.4694729
AMZ15,01/12/1985,227.3404772
AMZ15,01/01/1986,277.1003966
AMZ15,01/02/1986,231.9806888
AMZ15,01/03/1986,277.8364014
AMZ15,01/04/1986,124.9378736
AMZ15,01/05/1986,119.2573256
AMZ15,01/06/1986,8.226385542
AMZ15,01/07/1986,14.73485956
AMZ15,01/08/1986,65.32710627
AMZ15,01/09/1986,79.23623023
AMZ15,01/10/1986,96.74546236
AMZ15,01/11/1986,170.3450576
AMZ15,01/12/1986,182.1889471
AMZ15,01/01/1987,275.5852462
AMZ15,01/02/1987,177.7093614
AMZ15,01/03/1987,219.8240713
AMZ15,01/04/1987,108.7625717
AMZ15,01/05/1987,47.43033407
AMZ15,01/06/1987,40.31062244
AMZ15,01/07/1987,13.13591292
AMZ15,01/08/1987,20.66944321
AMZ15,01/09/1987,43.62051545
AMZ15,01/10/1987,150.2089899
AMZ15,01/11/1987,215.4048619
AMZ15,01/12/1987,249.7903363
AMZ15,01/01/1988,300.1437179
AMZ15,01/02/1988,264.2596045
AMZ15,01/03/1988,277.6588819
AMZ15,01/04/1988,170.1204784
AMZ15,01/05/1988,51.46079126
AMZ15,01/06/1988,9.011234057
AMZ15,01/07/1988,7.296798182
AMZ15,01/08/1988,12.06547756
AMZ15,01/09/1988,35.49279322
AMZ15,01/10/1988,116.102403
AMZ15,01/11/1988,160.0636887
AMZ15,01/12/1988,295.6764015
AMZ15,01/01/1989,316.0095302
AMZ15,01/02/1989,274.0108464
AMZ15,01/03/1989,213.5515564
AMZ15,01/04/1989,186.0188914
AMZ15,01/05/1989,56.29012184
AMZ15,01/06/1989,38.69938266
AMZ15,01/07/1989,27.68799119
AMZ15,01/08/1989,72.84083641
AMZ15,01/09/1989,50.17375309
AMZ15,01/10/1989,129.6726575
AMZ15,01/11/1989,175.7778849
AMZ15,01/12/1989,232.1071177
AMZ15,01/01/1990,274.381983
AMZ15,01/02/1990,305.130148
AMZ15,01/03/1990,203.3071857
AMZ15,01/04/1990,111.400419
AMZ15,01/05/1990,93.41670479
AMZ15,01/06/1990,28.47843756
AMZ15,01/07/1990,17.28570246
AMZ15,01/08/1990,44.93216382
AMZ15,01/09/1990,90.66801452
AMZ15,01/10/1990,198.1225673
AMZ15,01/11/1990,185.73864
AMZ15,01/12/1990,237.3925615
AMZ15,01/01/1991,312.6982558
AMZ15,01/02/1991,260.3822506
AMZ15,01/03/1991,259.6223676
AMZ15,01/04/1991,157.1661135
AMZ15,01/05/1991,82.51031208
AMZ15,01/06/1991,28.15864625
AMZ15,01/07/1991,9.732785544
AMZ15,01/08/1991,9.97761081
AMZ15,01/09/1991,74.28784994
AMZ15,01/10/1991,119.1433238
AMZ15,01/11/1991,182.4369384
AMZ15,01/12/1991,169.8944932
AMZ15,01/01/1992,224.5594992
AMZ15,01/02/1992,246.2512581
AMZ15,01/03/1992,211.2779777
AMZ15,01/04/1992,129.7797222
AMZ15,01/05/1992,49.77848631
AMZ15,01/06/1992,12.95170795
AMZ15,01/07/1992,13.37223426
AMZ15,01/08/1992,49.12653877
AMZ15,01/09/1992,108.6959056
AMZ15,01/10/1992,124.309022
AMZ15,01/11/1992,193.2519023
AMZ15,01/12/1992,246.429899
AMZ15,01/01/1993,289.4242619
AMZ15,01/02/1993,234.6735631
AMZ15,01/03/1993,231.9572145
AMZ15,01/04/1993,126.9436229
AMZ15,01/05/1993,57.55107231
AMZ15,01/06/1993,19.41283123
AMZ15,01/07/1993,13.57201553
AMZ15,01/08/1993,37.22886529
AMZ15,01/09/1993,50.89759142
AMZ15,01/10/1993,113.443694
AMZ15,01/11/1993,192.9577601
AMZ15,01/12/1993,265.048935
AMZ15,01/01/1994,290.7009582
AMZ15,01/02/1994,258.7462072
AMZ15,01/03/1994,190.8626097
AMZ15,01/04/1994,166.8395147
AMZ15,01/05/1994,69.3743752
AMZ15,01/06/1994,51.36517217
AMZ15,01/07/1994,23.6122218
AMZ15,01/08/1994,21.19570191
AMZ15,01/09/1994,84.65157329
AMZ15,01/10/1994,134.7512622
AMZ15,01/11/1994,134.276948
AMZ15,01/12/1994,286.401305
AMZ15,01/01/1995,255.6496482
AMZ15,01/02/1995,243.2414234
AMZ15,01/03/1995,221.0840153
AMZ15,01/04/1995,109.4648911
AMZ15,01/05/1995,94.47027415
AMZ15,01/06/1995,19.64683279
AMZ15,01/07/1995,10.72218986
AMZ15,01/08/1995,15.18439047
AMZ15,01/09/1995,45.65136445
AMZ15,01/10/1995,100.7416385
AMZ15,01/11/1995,202.4576141
AMZ15,01/12/1995,224.6381403
AMZ15,01/01/1996,250.1451561
AMZ15,01/02/1996,208.6557512
AMZ15,01/03/1996,239.3678856
AMZ15,01/04/1996,126.8934117
AMZ15,01/05/1996,60.49997903
AMZ15,01/06/1996,13.73213726
AMZ15,01/07/1996,9.681266216
AMZ15,01/08/1996,41.33624088
AMZ15,01/09/1996,74.33008875
AMZ15,01/10/1996,141.8118842
AMZ15,01/11/1996,221.6241423
AMZ15,01/12/1996,189.8580615
AMZ15,01/01/1997,307.2321504
AMZ15,01/02/1997,255.5731368
AMZ15,01/03/1997,297.0465758
AMZ15,01/04/1997,151.540268
AMZ15,01/05/1997,70.66563511
AMZ15,01/06/1997,30.5319601
AMZ15,01/07/1997,10.73454598
AMZ15,01/08/1997,47.01400042
AMZ15,01/09/1997,58.15919957
AMZ15,01/10/1997,100.4678223
AMZ15,01/11/1997,155.8666965
AMZ15,01/12/1997,208.0136888
AMZ15,01/01/1998,207.8597631
AMZ15,01/02/1998,213.7194415
AMZ15,01/03/1998,201.7894205
AMZ15,01/04/1998,87.96831779
AMZ15,01/05/1998,55.33738909
AMZ15,01/06/1998,10.69695342
AMZ15,01/07/1998,7.918225756
AMZ15,01/08/1998,42.24767595
AMZ15,01/09/1998,74.30097885
AMZ15,01/10/1998,155.1201691
AMZ15,01/11/1998,209.4200999
AMZ15,01/12/1998,206.0904236
AMZ15,01/01/1999,259.2261397
AMZ15,01/02/1999,201.0173874
AMZ15,01/03/1999,236.8476011
AMZ15,01/04/1999,116.1582739
AMZ15,01/05/1999,69.54840242
AMZ15,01/06/1999,44.83025702
AMZ15,01/07/1999,10.21534292
AMZ15,01/08/1999,13.87720484
AMZ15,01/09/1999,89.86253956
AMZ15,01/10/1999,91.16016214
AMZ15,01/11/1999,185.4412181
AMZ15,01/12/1999,238.9872132
AMZ15,01/01/2000,245.6499437
AMZ15,01/02/2000,201.7146869
AMZ15,01/03/2000,223.2937485
AMZ15,01/04/2000,112.1170381
AMZ15,01/05/2000,30.83465538
AMZ15,01/06/2000,20.80639384
AMZ15,01/07/2000,42.3551484
AMZ15,01/08/2000,45.70950241
AMZ15,01/09/2000,62.36841428
AMZ15,01/10/2000,147.4916833
AMZ15,01/11/2000,177.374927
AMZ15,01/12/2000,195.8667972
AMZ15,01/01/2001,266.8288934
AMZ15,01/02/2001,238.4406923
AMZ15,01/03/2001,199.6004871
AMZ15,01/04/2001,116.9589043
AMZ15,01/05/2001,73.33576755
AMZ15,01/06/2001,37.07614946
AMZ15,01/07/2001,28.36925733
AMZ15,01/08/2001,15.4759781
AMZ15,01/09/2001,105.4256029
AMZ15,01/10/2001,133.1845562
AMZ15,01/11/2001,195.2255995
AMZ15,01/12/2001,245.9534871
AMZ15,01/01/2002,211.3507699
AMZ15,01/02/2002,249.3342711
AMZ15,01/03/2002,176.6711298
AMZ15,01/04/2002,137.6006621
AMZ15,01/05/2002,80.61221732
AMZ15,01/06/2002,9.416534876
AMZ15,01/07/2002,23.7251035
AMZ15,01/08/2002,70.32043979
AMZ15,01/09/2002,55.23199065
AMZ15,01/10/2002,102.8477298
AMZ15,01/11/2002,138.1766279
AMZ15,01/12/2002,252.4113956
AMZ15,01/01/2003,242.2698297
AMZ15,01/02/2003,212.3617917
AMZ15,01/03/2003,288.2581359
AMZ15,01/04/2003,148.3559277
AMZ15,01/05/2003,75.73562095
AMZ15,01/06/2003,28.91889254
AMZ15,01/07/2003,9.249229503
AMZ15,01/08/2003,43.08592138
AMZ15,01/09/2003,93.07625585
AMZ15,01/10/2003,141.8311417
AMZ15,01/11/2003,140.2704409
AMZ15,01/12/2003,199.4761308
AMZ15,01/01/2004,319.50309
AMZ15,01/02/2004,243.1128442
AMZ15,01/03/2004,195.6599139
AMZ15,01/04/2004,136.5062776
AMZ15,01/05/2004,49.54783621
AMZ15,01/06/2004,29.35783031
AMZ15,01/07/2004,22.2508096
AMZ15,01/08/2004,33.9071183
AMZ15,01/09/2004,55.41478555
AMZ15,01/10/2004,139.2716198
AMZ15,01/11/2004,205.5339131
AMZ15,01/12/2004,260.5388774
AMZ15,01/01/2005,258.6253556
AMZ15,01/02/2005,239.1378829
AMZ15,01/03/2005,246.8739075
AMZ15,01/04/2005,97.37073112
AMZ15,01/05/2005,72.28874347
AMZ15,01/06/2005,18.02056418
AMZ15,01/07/2005,9.640770138
AMZ15,01/08/2005,22.60375634
AMZ15,01/09/2005,61.33865334
AMZ15,01/10/2005,149.2317003
AMZ15,01/11/2005,165.8661085
AMZ15,01/12/2005,296.6073726
AMZ15,01/01/2006,336.2179884
AMZ15,01/02/2006,290.55884
AMZ15,01/03/2006,224.2535052
AMZ15,01/04/2006,161.8096059
AMZ15,01/05/2006,53.05653619
AMZ15,01/06/2006,13.75073153
AMZ15,01/07/2006,14.76485854
AMZ15,01/08/2006,29.38778029
AMZ15,01/09/2006,75.20084749
AMZ15,01/10/2006,174.8877115
AMZ15,01/11/2006,147.9631605
AMZ15,01/12/2006,268.5210954
AMZ15,01/01/2007,276.330975
AMZ15,01/02/2007,275.4903572
AMZ15,01/03/2007,239.1573403
AMZ15,01/04/2007,138.0543794
AMZ15,01/05/2007,61.54118217
AMZ15,01/06/2007,6.711956773
AMZ15,01/07/2007,26.51471877
AMZ15,01/08/2007,12.01744756
AMZ15,01/09/2007,49.18885582
AMZ15,01/10/2007,161.1438313
AMZ15,01/11/2007,237.8161521
AMZ15,01/12/2007,254.992374
AMZ15,01/01/2008,346.9999604
AMZ15,01/02/2008,236.6709667
AMZ15,01/03/2008,282.9647132
AMZ15,01/04/2008,128.2354506
AMZ15,01/05/2008,63.94549371
AMZ15,01/06/2008,12.28535372
AMZ15,01/07/2008,9.967452847
AMZ15,01/08/2008,29.29485048
AMZ15,01/09/2008,41.21472065
AMZ15,01/10/2008,125.2422507
AMZ15,01/11/2008,154.387999
AMZ15,01/12/2008,278.8743511
AMZ15,01/01/2009,265.1938399
AMZ15,01/02/2009,299.361203
AMZ15,01/03/2009,281.7632382
AMZ15,01/04/2009,185.3301429
AMZ15,01/05/2009,92.01164196
AMZ15,01/06/2009,33.12474275
AMZ15,01/07/2009,27.16585291
AMZ15,01/08/2009,36.4315013
AMZ15,01/09/2009,59.40419909
AMZ15,01/10/2009,127.6947113
AMZ15,01/11/2009,178.2458312
AMZ15,01/12/2009,241.9328899
AMZ15,01/01/2010,310.1636866
AMZ15,01/02/2010,265.1239469
AMZ15,01/03/2010,217.7978529
AMZ15,01/04/2010,55.59113096
AMZ15,01/05/2010,65.64802036
AMZ15,01/06/2010,8.842514829
AMZ15,01/07/2010,12.16423353
AMZ15,01/08/2010,18.08926394
AMZ15,01/09/2010,49.52250797
AMZ15,01/10/2010,136.2523156
AMZ15,01/11/2010,170.3194415
AMZ15,01/12/2010,188.418488
AMZ15,01/01/2011,277.4412684
AMZ15,01/02/2011,284.6961229
AMZ15,01/03/2011,256.345518
AMZ15,01/04/2011,140.7855209
AMZ15,01/05/2011,32.74510007
AMZ15,01/06/2011,13.23121842
AMZ15,01/07/2011,13.47132338
AMZ15,01/08/2011,25.44091479
AMZ15,01/09/2011,59.67369005
AMZ15,01/10/2011,120.8642543
AMZ15,01/11/2011,167.9798887
AMZ15,01/12/2011,254.8476589
AMZ15,01/01/2012,301.845837
AMZ15,01/02/2012,291.1222814
AMZ15,01/03/2012,194.5117055
AMZ15,01/04/2012,161.521794
AMZ15,01/05/2012,86.90930793
AMZ15,01/06/2012,33.90285116
AMZ15,01/07/2012,10.36346327
AMZ15,01/08/2012,15.40011324
AMZ15,01/09/2012,65.26713402
AMZ15,01/10/2012,120.1693057
AMZ15,01/11/2012,178.6273314
AMZ15,01/12/2012,231.5682207
AMZ15,01/01/2013,282.5128726
AMZ15,01/02/2013,266.0163918
AMZ15,01/03/2013,232.6275393
AMZ15,01/04/2013,106.592362
AMZ15,01/05/2013,66.85099317
AMZ15,01/06/2013,71.38999126
AMZ15,01/07/2013,15.54587631
AMZ15,01/08/2013,39.95677495
AMZ15,01/09/2013,57.96854989
AMZ15,01/10/2013,190.2015042
AMZ15,01/11/2013,187.2171698
AMZ15,01/12/2013,233.9127921
AMZ15,01/01/2014,232.9623434
AMZ15,01/02/2014,265.7078971
AMZ15,01/03/2014,309.1232967
AMZ15,01/04/2014,134.2596858
AMZ15,01/05/2014,130.8383338
AMZ15,01/06/2014,27.33314262
AMZ15,01/07/2014,19.05390987
AMZ15,01/08/2014,30.48704173
AMZ15,01/09/2014,80.13682189
AMZ15,01/10/2014,138.4519167
AMZ15,01/11/2014,231.4112908
AMZ15,01/12/2014,184.9266695
AMZ15,01/01/2015,283.8985011
AMZ15,01/02/2015,184.8421577
AMZ15,01/03/2015,254.7915893
AMZ15,01/04/2015,159.2888545
AMZ15,01/05/2015,125.231861
AMZ15,01/06/2015,16.82040664
AMZ15,01/07/2015,19.20432666
AMZ15,01/08/2015,24.44919571
AMZ15,01/09/2015,58.77241085
AMZ15,01/10/2015,82.35909745
AMZ15,01/11/2015,137.1701085
AMZ15,01/12/2015,180.2373434
AMZ15,01/01/2016,254.8231281
AMZ15,01/02/2016,221.1665756
AMZ15,01/03/2016,230.0175584
AMZ15,01/04/2016,125.2240916
AMZ15,01/05/2016,42.96811444
AMZ15,01/06/2016,13.55356816
AMZ15,01/07/2016,7.062012918
AMZ15,01/08/2016,50.84902467
AMZ15,01/09/2016,73.44124505
AMZ15,01/10/2016,133.8085688
AMZ15,01/11/2016,180.0211353
AMZ15,01/12/2016,221.8139971
AMZ15,01/01/2017,237.9614884
AMZ15,01/02/2017,217.9252243
AMZ15,01/03/2017,272.5057312
AMZ15,01/04/2017,148.759137
AMZ15,01/05/2017,89.0238294
AMZ15,01/06/2017,11.59845088
AMZ15,01/07/2017,6.038732768
AMZ15,01/08/2017,66.23308285
AMZ15,01/09/2017,51.65404254
AMZ15,01/10/2017,129.5454441
AMZ15,01/11/2017,187.1117161
AMZ15,01/12/2017,278.6230703
AMZ15,01/01/2018,274.817314
AMZ15,01/02/2018,253.9459562
AMZ15,01/03/2018,212.3785325
AMZ15,01/04/2018,131.8932641
AMZ15,01/05/2018,74.57349486
AMZ15,01/06/2018,29.93541659
AMZ15,01/07/2018,9.411503164
AMZ15,01/08/2018,71.76563246
AMZ15,01/09/2018,95.97583593
AMZ15,01/10/2018,186.68969
AMZ15,01/11/2018,210.4310376
AMZ15,01/12/2018,217.808041
AMZ15,01/01/2019,275.0876866
AMZ15,01/02/2019,246.0559118
AMZ15,01/03/2019,230.3767223
AMZ15,01/04/2019,212.5499177
AMZ15,01/05/2019,78.42580054
AMZ15,01/06/2019,35.72154484
AMZ15,01/07/2019,9.206159178
AMZ15,01/08/2019,35.31673466
AMZ15,01/09/2019,57.24697634
AMZ15,01/10/2019,123.3025048
AMZ15,01/11/2019,188.5405716
AMZ15,01/12/2019,272.2633494
AMZ15,01/01/2020,243.0162078
AMZ15,01/02/2020,265.0568904
AMZ15,01/03/2020,173.5066154
AMZ15,01/04/2020,101.8051686
AMZ15,01/05/2020,77.41191932
AMZ15,01/06/2020,19.76117376
AMZ15,01/07/2020,13.01272796
AMZ15,01/08/2020,29.90540933
AMZ15,01/09/2020,59.90183559
AMZ15,01/10/2020,118.207903
AMZ15,01/11/2020,119.5503148
AMZ15,01/12/2020,262.1642523
AMZ15,01/01/2021,280.0083481
AMZ15,01/02/2021,266.2229006
AMZ15,01/03/2021,236.5115255
AMZ15,01/04/2021,173.2063359
AMZ15,01/05/2021,58.66311039
AMZ15,01/06/2021,28.23406467
AMZ15,01/07/2021,3.307977793
AMZ15,01/08/2021,17.1002441
AMZ15,01/09/2021,49.83314375
AMZ15,01/10/2021,103.1362961
AMZ15,01/11/2021,262.662803
AMZ15,01/12/2021,338.1006221
AMZ16,01/01/1985,395.9690203
AMZ16,01/02/1985,284.1387256
AMZ16,01/03/1985,321.1708413
AMZ16,01/04/1985,263.610326
AMZ16,01/05/1985,162.9217174
AMZ16,01/06/1985,41.03309739
AMZ16,01/07/1985,44.52151372
AMZ16,01/08/1985,56.38950325
AMZ16,01/09/1985,104.6773903
AMZ16,01/10/1985,216.6994795
AMZ16,01/11/1985,202.9049648
AMZ16,01/12/1985,357.8977154
AMZ16,01/01/1986,345.5866543
AMZ16,01/02/1986,293.9241213
AMZ16,01/03/1986,350.9992632
AMZ16,01/04/1986,230.8238766
AMZ16,01/05/1986,182.8410946
AMZ16,01/06/1986,44.55912714
AMZ16,01/07/1986,55.71467731
AMZ16,01/08/1986,68.57783619
AMZ16,01/09/1986,149.1359029
AMZ16,01/10/1986,192.1152693
AMZ16,01/11/1986,271.6024105
AMZ16,01/12/1986,250.8529775
AMZ16,01/01/1987,300.7538192
AMZ16,01/02/1987,308.9971287
AMZ16,01/03/1987,359.604013
AMZ16,01/04/1987,240.1188451
AMZ16,01/05/1987,96.13788686
AMZ16,01/06/1987,94.2017814
AMZ16,01/07/1987,18.45731554
AMZ16,01/08/1987,46.97347881
AMZ16,01/09/1987,100.539878
AMZ16,01/10/1987,144.9632957
AMZ16,01/11/1987,233.5370177
AMZ16,01/12/1987,303.0872455
AMZ16,01/01/1988,360.5132548
AMZ16,01/02/1988,375.7650889
AMZ16,01/03/1988,327.8038226
AMZ16,01/04/1988,287.6366634
AMZ16,01/05/1988,155.2543814
AMZ16,01/06/1988,55.81024728
AMZ16,01/07/1988,16.29463754
AMZ16,01/08/1988,25.3183471
AMZ16,01/09/1988,85.1628601
AMZ16,01/10/1988,207.3748095
AMZ16,01/11/1988,252.5111945
AMZ16,01/12/1988,287.9261468
AMZ16,01/01/1989,358.4532065
AMZ16,01/02/1989,349.7098764
AMZ16,01/03/1989,330.5429534
AMZ16,01/04/1989,240.1215876
AMZ16,01/05/1989,147.990147
AMZ16,01/06/1989,117.9611471
AMZ16,01/07/1989,31.2021492
AMZ16,01/08/1989,105.655253
AMZ16,01/09/1989,85.40631272
AMZ16,01/10/1989,182.0077738
AMZ16,01/11/1989,236.6678725
AMZ16,01/12/1989,331.2817003
AMZ16,01/01/1990,330.0093629
AMZ16,01/02/1990,344.0227731
AMZ16,01/03/1990,294.0621001
AMZ16,01/04/1990,207.4388502
AMZ16,01/05/1990,133.9721544
AMZ16,01/06/1990,63.4554097
AMZ16,01/07/1990,54.39447337
AMZ16,01/08/1990,55.10842393
AMZ16,01/09/1990,105.6636993
AMZ16,01/10/1990,148.3069547
AMZ16,01/11/1990,183.2610787
AMZ16,01/12/1990,296.225127
AMZ16,01/01/1991,322.7733255
AMZ16,01/02/1991,310.7125889
AMZ16,01/03/1991,379.640387
AMZ16,01/04/1991,229.9543771
AMZ16,01/05/1991,213.8973111
AMZ16,01/06/1991,55.7991247
AMZ16,01/07/1991,31.55527802
AMZ16,01/08/1991,22.86419304
AMZ16,01/09/1991,99.30966957
AMZ16,01/10/1991,130.960265
AMZ16,01/11/1991,182.3838161
AMZ16,01/12/1991,270.2837309
AMZ16,01/01/1992,314.1354228
AMZ16,01/02/1992,316.7791579
AMZ16,01/03/1992,322.3756041
AMZ16,01/04/1992,206.4999374
AMZ16,01/05/1992,94.99807442
AMZ16,01/06/1992,28.1865055
AMZ16,01/07/1992,34.28576362
AMZ16,01/08/1992,78.08199266
AMZ16,01/09/1992,143.9971042
AMZ16,01/10/1992,137.1498276
AMZ16,01/11/1992,243.6541833
AMZ16,01/12/1992,320.4378596
AMZ16,01/01/1993,345.5585388
AMZ16,01/02/1993,337.6538459
AMZ16,01/03/1993,351.0536837
AMZ16,01/04/1993,250.3087653
AMZ16,01/05/1993,113.2923813
AMZ16,01/06/1993,63.92864968
AMZ16,01/07/1993,33.43928292
AMZ16,01/08/1993,93.31660421
AMZ16,01/09/1993,126.9693039
AMZ16,01/10/1993,180.3703078
AMZ16,01/11/1993,250.7576212
AMZ16,01/12/1993,352.1739293
AMZ16,01/01/1994,338.5021223
AMZ16,01/02/1994,351.2418644
AMZ16,01/03/1994,333.3841288
AMZ16,01/04/1994,219.2672925
AMZ16,01/05/1994,130.5163132
AMZ16,01/06/1994,106.4516363
AMZ16,01/07/1994,34.19346113
AMZ16,01/08/1994,53.80773767
AMZ16,01/09/1994,127.6485373
AMZ16,01/10/1994,169.939711
AMZ16,01/11/1994,205.4186563
AMZ16,01/12/1994,293.1067206
AMZ16,01/01/1995,309.535801
AMZ16,01/02/1995,270.5522864
AMZ16,01/03/1995,305.9550382
AMZ16,01/04/1995,274.3675815
AMZ16,01/05/1995,212.5787962
AMZ16,01/06/1995,40.67058339
AMZ16,01/07/1995,24.36395333
AMZ16,01/08/1995,25.10066202
AMZ16,01/09/1995,83.79126395
AMZ16,01/10/1995,173.8069582
AMZ16,01/11/1995,248.9948409
AMZ16,01/12/1995,306.3182256
AMZ16,01/01/1996,331.034951
