date,region,temperature_2m_K,AirTempAdjusted_K,AirTempAdjusted_oC
01/12/2001,AMZ03,298.7132546,298.3571566,25.2071566
01/01/2002,AMZ03,299.140439,298.7672121,25.6172121
01/02/2002,AMZ03,299.4335704,298.9314029,25.7814029
01/03/2002,AMZ03,298.6392934,298.1435308,24.9935308
01/04/2002,AMZ03,297.9333449,297.9562258,24.8062258
01/05/2002,AMZ03,297.5652222,298.2264995,25.0764995
01/06/2002,AMZ03,296.943553,297.9980258,24.8480258
01/07/2002,AMZ03,297.4373708,298.5636438,25.4136438
01/08/2002,AMZ03,297.7215498,298.1332039,24.9832039
01/09/2002,AMZ03,298.8763988,298.6285883,25.4785883
01/10/2002,AMZ03,299.5559741,298.7987841,25.6487841
01/11/2002,AMZ03,298.5349159,297.9906133,24.8406133
01/12/2002,AMZ03,298.8809694,298.5248714,25.3748714
01/01/2003,AMZ03,300.3102456,299.9370187,26.7870187
01/02/2003,AMZ03,300.4605932,299.9584257,26.8084257
01/03/2003,AMZ03,299.5757206,299.079958,25.929958
01/04/2003,AMZ03,298.3981733,298.4210542,25.2710542
01/05/2003,AMZ03,297.3319471,297.9932244,24.8432244
01/06/2003,AMZ03,296.9955632,298.050036,24.900036
01/07/2003,AMZ03,297.0030399,298.1293129,24.9793129
01/08/2003,AMZ03,297.7660219,298.177676,25.027676
01/09/2003,AMZ03,298.1030884,297.8552779,24.7052779
01/10/2003,AMZ03,299.0547885,298.2975985,25.1475985
01/11/2003,AMZ03,298.711392,298.1670894,25.0170894
01/12/2003,AMZ03,299.1301602,298.7740622,25.6240622
01/01/2004,AMZ03,299.2945447,298.9213178,25.7713178
01/02/2004,AMZ03,299.3614577,298.8592902,25.7092902
01/03/2004,AMZ03,299.0596928,298.5639302,25.4139302
01/04/2004,AMZ03,298.4208548,298.4437357,25.2937357
01/05/2004,AMZ03,297.4118286,298.0731059,24.9231059
01/06/2004,AMZ03,297.0808127,298.1352855,24.9852855
01/07/2004,AMZ03,296.9741222,298.1003952,24.9503952
01/08/2004,AMZ03,297.6423421,298.0539962,24.9039962
01/09/2004,AMZ03,298.0073111,297.7595006,24.6095006
01/10/2004,AMZ03,299.0072949,298.2501049,25.1001049
01/11/2004,AMZ03,299.6771464,299.1328438,25.9828438
01/12/2004,AMZ03,299.1246764,298.7685784,25.6185784
01/01/2005,AMZ03,298.6743659,298.301139,25.151139
01/02/2005,AMZ03,298.729743,298.2275755,25.0775755
01/03/2005,AMZ03,299.043426,298.5476634,25.3976634
01/04/2005,AMZ03,297.9435461,297.966427,24.816427
01/05/2005,AMZ03,297.9170187,298.578296,25.428296
01/06/2005,AMZ03,297.9116023,298.9660751,25.8160751
01/07/2005,AMZ03,297.3639572,298.4902302,25.3402302
01/08/2005,AMZ03,298.1685349,298.580189,25.430189
01/09/2005,AMZ03,299.1723588,298.9245483,25.7745483
01/10/2005,AMZ03,299.437593,298.680403,25.530403
01/11/2005,AMZ03,298.851009,298.3067064,25.1567064
01/12/2005,AMZ03,298.193229,297.837131,24.687131
01/01/2006,AMZ03,297.8176334,297.4444065,24.2944065
01/02/2006,AMZ03,298.4562442,297.9540767,24.8040767
01/03/2006,AMZ03,298.8637938,298.3680312,25.2180312
01/04/2006,AMZ03,298.6355749,298.6584558,25.5084558
01/05/2006,AMZ03,297.1403665,297.8016438,24.6516438
01/06/2006,AMZ03,297.150754,298.2052268,25.0552268
01/07/2006,AMZ03,297.2991221,298.4253951,25.2753951
01/08/2006,AMZ03,298.0516005,298.4632546,25.3132546
01/09/2006,AMZ03,298.7113043,298.4634938,25.3134938
01/10/2006,AMZ03,299.777371,299.020181,25.870181
01/11/2006,AMZ03,298.5141164,297.9698138,24.8198138
01/12/2006,AMZ03,299.08399,298.727892,25.577892
01/01/2007,AMZ03,299.4281637,299.0549368,25.9049368
01/02/2007,AMZ03,300.5696883,300.0675208,26.9175208
01/03/2007,AMZ03,298.9246242,298.4288616,25.2788616
01/04/2007,AMZ03,298.1103966,298.1332775,24.9832775
01/05/2007,AMZ03,297.5346493,298.1959266,25.0459266
01/06/2007,AMZ03,297.1421029,298.1965757,25.0465757
01/07/2007,AMZ03,297.4629023,298.5891753,25.4391753
01/08/2007,AMZ03,297.7860394,298.1976935,25.0476935
01/09/2007,AMZ03,298.1687231,297.9209126,24.7709126
01/10/2007,AMZ03,298.5042268,297.7470368,24.5970368
01/11/2007,AMZ03,299.1498173,298.6055147,25.4555147
01/12/2007,AMZ03,297.9631166,297.6070186,24.4570186
01/01/2008,AMZ03,298.5168153,298.1435884,24.9935884
01/02/2008,AMZ03,298.2434947,297.7413272,24.5913272
01/03/2008,AMZ03,298.5012034,298.0054408,24.8554408
01/04/2008,AMZ03,298.4717394,298.4946203,25.3446203
01/05/2008,AMZ03,297.0648647,297.726142,24.576142
01/06/2008,AMZ03,296.8071533,297.8616261,24.7116261
01/07/2008,AMZ03,297.1147374,298.2410104,25.0910104
01/08/2008,AMZ03,298.1111308,298.5227849,25.3727849
01/09/2008,AMZ03,298.3577294,298.1099189,24.9599189
01/10/2008,AMZ03,298.6186177,297.8614277,24.7114277
01/11/2008,AMZ03,298.7624669,298.2181643,25.0681643
01/12/2008,AMZ03,298.0042183,297.6481203,24.4981203
01/01/2009,AMZ03,297.9295128,297.5562859,24.4062859
01/02/2009,AMZ03,298.3709053,297.8687378,24.7187378
01/03/2009,AMZ03,298.2968652,297.8011026,24.6511026
01/04/2009,AMZ03,298.6484819,298.6713628,25.5213628
01/05/2009,AMZ03,298.6923233,299.3536006,26.2036006
01/06/2009,AMZ03,297.2656597,298.3201325,25.1701325
01/07/2009,AMZ03,297.7317331,298.8580061,25.7080061
01/08/2009,AMZ03,298.6264631,299.0381172,25.8881172
01/09/2009,AMZ03,299.7779393,299.5301288,26.3801288
01/10/2009,AMZ03,300.0506928,299.2935028,26.1435028
01/11/2009,AMZ03,300.4601262,299.9158236,26.7658236
01/12/2009,AMZ03,299.7810406,299.4249426,26.2749426
01/01/2010,AMZ03,299.9954673,299.6222404,26.4722404
01/02/2010,AMZ03,300.3272744,299.8251069,26.6751069
01/03/2010,AMZ03,299.7590343,299.2632717,26.1132717
01/04/2010,AMZ03,298.3740743,298.3969552,25.2469552
01/05/2010,AMZ03,298.0711527,298.73243,25.58243
01/06/2010,AMZ03,297.7810279,298.8355007,25.6855007
01/07/2010,AMZ03,297.5492903,298.6755633,25.5255633
01/08/2010,AMZ03,298.2710004,298.6826545,25.5326545
01/09/2010,AMZ03,299.0569548,298.8091443,25.6591443
01/10/2010,AMZ03,299.558308,298.801118,25.651118
01/11/2010,AMZ03,298.6311317,298.0868291,24.9368291
01/12/2010,AMZ03,298.2992356,297.9431376,24.7931376
01/01/2011,AMZ03,298.4512572,298.0780303,24.9280303
01/02/2011,AMZ03,298.1487568,297.6465893,24.4965893
01/03/2011,AMZ03,297.9349323,297.4391697,24.2891697
01/04/2011,AMZ03,297.9650469,297.9879278,24.8379278
01/05/2011,AMZ03,297.4642485,298.1255258,24.9755258
01/06/2011,AMZ03,297.5865644,298.6410372,25.4910372
01/07/2011,AMZ03,297.5385867,298.6648597,25.5148597
01/08/2011,AMZ03,298.4758375,298.8874916,25.7374916
01/09/2011,AMZ03,298.6101676,298.3623571,25.2123571
01/10/2011,AMZ03,298.7808066,298.0236166,24.8736166
01/11/2011,AMZ03,298.5557468,298.0114442,24.8614442
01/12/2011,AMZ03,298.7997828,298.4436848,25.2936848
01/01/2012,AMZ03,298.2201714,297.8469445,24.6969445
01/02/2012,AMZ03,297.6435818,297.1414143,23.9914143
01/03/2012,AMZ03,297.8672282,297.3714656,24.2214656
01/04/2012,AMZ03,297.6533465,297.6762274,24.5262274
01/05/2012,AMZ03,297.6875853,298.3488626,25.1988626
01/06/2012,AMZ03,297.6462881,298.7007609,25.5507609
01/07/2012,AMZ03,297.2281608,298.3544338,25.2044338
01/08/2012,AMZ03,298.0184096,298.4300637,25.2800637
01/09/2012,AMZ03,298.8762873,298.6284768,25.4784768
01/10/2012,AMZ03,299.5509586,298.7937686,25.6437686
01/11/2012,AMZ03,299.8942562,299.3499536,26.1999536
01/12/2012,AMZ03,298.6795383,298.3234403,25.1734403
01/01/2013,AMZ03,299.8804418,299.5072149,26.3572149
01/02/2013,AMZ03,298.0696461,297.5674786,24.4174786
01/03/2013,AMZ03,299.1027638,298.6070012,25.4570012
01/04/2013,AMZ03,298.7773844,298.8002653,25.6502653
01/05/2013,AMZ03,297.7673972,298.4286745,25.2786745
01/06/2013,AMZ03,297.8077433,298.8622161,25.7122161
01/07/2013,AMZ03,297.1459126,298.2721856,25.1221856
01/08/2013,AMZ03,297.5718538,297.9835079,24.8335079
01/09/2013,AMZ03,298.3862569,298.1384464,24.9884464
01/10/2013,AMZ03,299.2349798,298.4777898,25.3277898
01/11/2013,AMZ03,298.6476337,298.1033311,24.9533311
01/12/2013,AMZ03,298.9712513,298.6151533,25.4651533
01/01/2014,AMZ03,299.0300039,298.656777,25.506777
01/02/2014,AMZ03,298.8450066,298.3428391,25.1928391
01/03/2014,AMZ03,299.1978454,298.7020828,25.5520828
01/04/2014,AMZ03,298.488205,298.5110859,25.3610859
01/05/2014,AMZ03,298.2735871,298.9348644,25.7848644
01/06/2014,AMZ03,297.5933031,298.6477759,25.4977759
01/07/2014,AMZ03,297.6879494,298.8142224,25.6642224
01/08/2014,AMZ03,297.8551787,298.2668328,25.1168328
01/09/2014,AMZ03,299.3156707,299.0678602,25.9178602
01/10/2014,AMZ03,298.7643621,298.0071721,24.8571721
01/11/2014,AMZ03,298.9373446,298.393042,25.243042
01/12/2014,AMZ03,299.2461324,298.8900344,25.7400344
01/01/2015,AMZ03,298.6407194,298.2674925,25.1174925
01/02/2015,AMZ03,299.5454268,299.0432593,25.8932593
01/03/2015,AMZ03,298.9349859,298.4392233,25.2892233
01/04/2015,AMZ03,298.8286192,298.8515001,25.7015001
01/05/2015,AMZ03,298.0577009,298.7189782,25.5689782
01/06/2015,AMZ03,297.7635173,298.8179901,25.6679901
01/07/2015,AMZ03,297.9027411,299.0290141,25.8790141
01/08/2015,AMZ03,298.8414316,299.2530857,26.1030857
01/09/2015,AMZ03,300.7308441,300.4830336,27.3330336
01/10/2015,AMZ03,301.5998918,300.8427018,27.6927018
01/11/2015,AMZ03,300.071661,299.5273584,26.3773584
01/12/2015,AMZ03,300.3742821,300.0181841,26.8681841
01/01/2016,AMZ03,301.8516596,301.4784327,28.3284327
01/02/2016,AMZ03,300.2805841,299.7784166,26.6284166
01/03/2016,AMZ03,300.553045,300.0572824,26.9072824
01/04/2016,AMZ03,298.9957504,299.0186313,25.8686313
01/05/2016,AMZ03,298.1378492,298.7991265,25.6491265
01/06/2016,AMZ03,297.5182434,298.5727162,25.4227162
01/07/2016,AMZ03,297.7285283,298.8548013,25.7048013
01/08/2016,AMZ03,298.6899072,299.1015613,25.9515613
01/09/2016,AMZ03,298.6319656,298.3841551,25.2341551
01/10/2016,AMZ03,299.7888751,299.0316851,25.8816851
01/11/2016,AMZ03,299.6836611,299.1393585,25.9893585
01/12/2016,AMZ03,298.7173802,298.3612822,25.2112822
01/01/2017,AMZ03,298.1011042,297.7278773,24.5778773
01/02/2017,AMZ03,298.3231048,297.8209373,24.6709373
01/03/2017,AMZ03,298.3039986,297.808236,24.658236
01/04/2017,AMZ03,298.5327053,298.5555862,25.4055862
01/05/2017,AMZ03,298.4164078,299.0776851,25.9276851
01/06/2017,AMZ03,298.0022977,299.0567705,25.9067705
01/07/2017,AMZ03,297.7560608,298.8823338,25.7323338
01/08/2017,AMZ03,299.226512,299.6381661,26.4881661
01/09/2017,AMZ03,298.9726751,298.7248646,25.5748646
01/10/2017,AMZ03,299.186201,298.429011,25.279011
01/11/2017,AMZ03,299.6554325,299.1111299,25.9611299
01/12/2017,AMZ03,299.2584099,298.9023119,25.7523119
01/01/2018,AMZ03,298.8489193,298.4756924,25.3256924
01/02/2018,AMZ03,299.4662971,298.9641296,25.8141296
01/03/2018,AMZ03,299.5704042,299.0746416,25.9246416
01/04/2018,AMZ03,298.1490872,298.1719681,25.0219681
01/05/2018,AMZ03,297.4689768,298.1302541,24.9802541
01/06/2018,AMZ03,297.3591826,298.4136554,25.2636554
01/07/2018,AMZ03,297.550934,298.677207,25.527207
01/08/2018,AMZ03,298.168396,298.5800501,25.4300501
01/09/2018,AMZ03,298.9623392,298.7145287,25.5645287
01/10/2018,AMZ03,300.6102155,299.8530255,26.7030255
01/11/2018,AMZ03,299.4252409,298.8809383,25.7309383
01/12/2018,AMZ03,298.4932707,298.1371727,24.9871727
01/01/1985,AMZ04,298.7014779,298.3261171,25.1761171
01/02/1985,AMZ04,298.7315293,298.2936106,25.1436106
01/03/1985,AMZ04,298.5033893,298.1397093,24.9897093
01/04/1985,AMZ04,298.4056011,298.3624604,25.2124604
01/05/1985,AMZ04,297.2363362,297.5964798,24.4464798
01/06/1985,AMZ04,296.3146712,297.15555,24.00555
01/07/1985,AMZ04,296.3898623,297.4041952,24.2541952
01/08/1985,AMZ04,296.9138942,297.2923761,24.1423761
01/09/1985,AMZ04,297.7395756,297.5826876,24.4326876
01/10/1985,AMZ04,298.1724247,297.6617269,24.5117269
01/11/1985,AMZ04,297.85261,297.4414665,24.2914665
01/12/1985,AMZ04,298.2588819,297.9638742,24.8138742
01/01/1986,AMZ04,297.8564354,297.4810746,24.3310746
01/02/1986,AMZ04,297.8634965,297.4255778,24.2755778
01/03/1986,AMZ04,297.772964,297.409284,24.259284
01/04/1986,AMZ04,297.9756193,297.9324786,24.7824786
01/05/1986,AMZ04,297.5769518,297.9370954,24.7870954
01/06/1986,AMZ04,296.5840437,297.4249225,24.2749225
01/07/1986,AMZ04,296.1698049,297.1841378,24.0341378
01/08/1986,AMZ04,297.551494,297.9299759,24.7799759
01/09/1986,AMZ04,297.4339402,297.2770522,24.1270522
01/10/1986,AMZ04,297.7680966,297.2573988,24.1073988
01/11/1986,AMZ04,297.9263974,297.5152539,24.3652539
01/12/1986,AMZ04,297.94614,297.6511323,24.5011323
01/01/1987,AMZ04,298.0570499,297.6816891,24.5316891
01/02/1987,AMZ04,298.2706254,297.8327067,24.6827067
01/03/1987,AMZ04,298.9985413,298.6348613,25.4848613
01/04/1987,AMZ04,298.1314338,298.0882931,24.9382931
01/05/1987,AMZ04,297.9415685,298.3017121,25.1517121
01/06/1987,AMZ04,297.3903393,298.2312181,25.0812181
01/07/1987,AMZ04,297.7720838,298.7864167,25.6364167
01/08/1987,AMZ04,297.701521,298.0800029,24.9300029
01/09/1987,AMZ04,298.3436449,298.1867569,25.0367569
01/10/1987,AMZ04,298.743757,298.2330592,25.0830592
01/11/1987,AMZ04,298.6591768,298.2480333,25.0980333
01/12/1987,AMZ04,298.4597716,298.1647639,25.0147639
01/01/1988,AMZ04,298.4014207,298.0260599,24.8760599
01/02/1988,AMZ04,298.5932994,298.1553807,25.0053807
01/03/1988,AMZ04,299.8394492,299.4757692,26.3257692
01/04/1988,AMZ04,298.2993635,298.2562228,25.1062228
01/05/1988,AMZ04,297.5873771,297.9475207,24.7975207
01/06/1988,AMZ04,296.9566888,297.7975676,24.6475676
01/07/1988,AMZ04,296.4603687,297.4747016,24.3247016
01/08/1988,AMZ04,297.7970752,298.1755571,25.0255571
01/09/1988,AMZ04,298.0401251,297.8832371,24.7332371
01/10/1988,AMZ04,298.5481541,298.0374563,24.8874563
01/11/1988,AMZ04,297.8826814,297.4715379,24.3215379
01/12/1988,AMZ04,297.7836811,297.4886734,24.3386734
01/01/1989,AMZ04,297.2173506,296.8419898,23.6919898
01/02/1989,AMZ04,297.4248338,296.9869151,23.8369151
01/03/1989,AMZ04,297.6348166,297.2711366,24.1211366
01/04/1989,AMZ04,297.7554979,297.7123572,24.5623572
01/05/1989,AMZ04,296.687168,297.0473116,23.8973116
01/06/1989,AMZ04,296.8225307,297.6634095,24.5134095
01/07/1989,AMZ04,296.6969818,297.7113147,24.5613147
01/08/1989,AMZ04,297.551434,297.9299159,24.7799159
01/09/1989,AMZ04,298.16922,298.012332,24.862332
01/10/1989,AMZ04,297.9099878,297.39929,24.24929
01/11/1989,AMZ04,298.3336186,297.9224751,24.7724751
01/12/1989,AMZ04,299.1580165,298.8630088,25.7130088
01/01/1990,AMZ04,297.8716067,297.4962459,24.3462459
01/02/1990,AMZ04,298.4644309,298.0265122,24.8765122
01/03/1990,AMZ04,297.9754428,297.6117628,24.4617628
01/04/1990,AMZ04,298.0219695,297.9788288,24.8288288
01/05/1990,AMZ04,297.5986409,297.9587845,24.8087845
01/06/1990,AMZ04,297.1548604,297.9957392,24.8457392
01/07/1990,AMZ04,296.8634523,297.8777852,24.7277852
01/08/1990,AMZ04,297.5125206,297.8910025,24.7410025
01/09/1990,AMZ04,297.920235,297.763347,24.613347
01/10/1990,AMZ04,298.7956365,298.2849387,25.1349387
01/11/1990,AMZ04,298.4836951,298.0725516,24.9225516
01/12/1990,AMZ04,297.9626222,297.6676145,24.5176145
01/01/1991,AMZ04,298.7398823,298.3645215,25.2145215
01/02/1991,AMZ04,298.7155502,298.2776315,25.1276315
01/03/1991,AMZ04,298.6386013,298.2749213,25.1249213
01/04/1991,AMZ04,297.8694238,297.8262831,24.6762831
01/05/1991,AMZ04,297.6848797,298.0450233,24.8950233
01/06/1991,AMZ04,297.3809809,298.2218597,25.0718597
01/07/1991,AMZ04,296.7084775,297.7228104,24.5728104
01/08/1991,AMZ04,297.0703875,297.4488694,24.2988694
01/09/1991,AMZ04,297.9863577,297.8294697,24.6794697
01/10/1991,AMZ04,298.0871475,297.5764497,24.4264497
01/11/1991,AMZ04,298.4219412,298.0107977,24.8607977
01/12/1991,AMZ04,298.3036059,298.0085982,24.8585982
01/01/1992,AMZ04,298.8706333,298.4952725,25.3452725
01/02/1992,AMZ04,298.9461649,298.5082462,25.3582462
01/03/1992,AMZ04,298.6554519,298.2917719,25.1417719
01/04/1992,AMZ04,298.387143,298.3440023,25.1940023
01/05/1992,AMZ04,298.4732757,298.8334193,25.6834193
01/06/1992,AMZ04,297.6763498,298.5172286,25.3672286
01/07/1992,AMZ04,296.4567065,297.4710394,24.3210394
01/08/1992,AMZ04,297.1715181,297.55,24.4
01/09/1992,AMZ04,297.6557453,297.4988573,24.3488573
01/10/1992,AMZ04,298.2946127,297.7839149,24.6339149
01/11/1992,AMZ04,298.0311404,297.6199969,24.4699969
01/12/1992,AMZ04,298.0487799,297.7537722,24.6037722
01/01/1993,AMZ04,297.9048555,297.5294947,24.3794947
01/02/1993,AMZ04,298.1188277,297.680909,24.530909
01/03/1993,AMZ04,297.4295922,297.0659122,23.9159122
01/04/1993,AMZ04,297.7925946,297.7494539,24.5994539
01/05/1993,AMZ04,298.0542595,298.4144031,25.2644031
01/06/1993,AMZ04,297.2791789,298.1200577,24.9700577
01/07/1993,AMZ04,297.1411406,298.1554735,25.0054735
01/08/1993,AMZ04,297.2798766,297.6583585,24.5083585
01/09/1993,AMZ04,297.9103482,297.7534602,24.6034602
01/10/1993,AMZ04,298.2012561,297.6905583,24.5405583
01/11/1993,AMZ04,298.0087404,297.5975969,24.4475969
01/12/1993,AMZ04,298.4131523,298.1181446,24.9681446
01/01/1994,AMZ04,298.1856796,297.8103188,24.6603188
01/02/1994,AMZ04,297.9448647,297.506946,24.356946
01/03/1994,AMZ04,298.1213247,297.7576447,24.6076447
01/04/1994,AMZ04,297.6757354,297.6325947,24.4825947
01/05/1994,AMZ04,297.5859844,297.946128,24.796128
01/06/1994,AMZ04,296.9283619,297.7692407,24.6192407
01/07/1994,AMZ04,296.6616786,297.6760115,24.5260115
01/08/1994,AMZ04,297.2351015,297.6135834,24.4635834
01/09/1994,AMZ04,297.9127843,297.7558963,24.6058963
01/10/1994,AMZ04,298.3932675,297.8825697,24.7325697
01/11/1994,AMZ04,298.2296783,297.8185348,24.6685348
01/12/1994,AMZ04,298.6069389,298.3119312,25.1619312
01/01/1995,AMZ04,298.8771337,298.5017729,25.3517729
01/02/1995,AMZ04,299.6576367,299.219718,26.069718
01/03/1995,AMZ04,298.5854357,298.2217557,25.0717557
01/04/1995,AMZ04,298.3901316,298.3469909,25.1969909
01/05/1995,AMZ04,297.7271156,298.0872592,24.9372592
01/06/1995,AMZ04,297.2386325,298.0795113,24.9295113
01/07/1995,AMZ04,297.2654242,298.2797571,25.1297571
01/08/1995,AMZ04,298.1546537,298.5331356,25.3831356
01/09/1995,AMZ04,298.2359497,298.0790617,24.9290617
01/10/1995,AMZ04,298.6019091,298.0912113,24.9412113
01/11/1995,AMZ04,298.242461,297.8313175,24.6813175
01/12/1995,AMZ04,298.0290304,297.7340227,24.5840227
01/01/1996,AMZ04,298.1312892,297.7559284,24.6059284
01/02/1996,AMZ04,297.5919426,297.1540239,24.0040239
01/03/1996,AMZ04,298.4221713,298.0584913,24.9084913
01/04/1996,AMZ04,298.028672,297.9855313,24.8355313
01/05/1996,AMZ04,297.4602614,297.820405,24.670405
01/06/1996,AMZ04,296.8311864,297.6720652,24.5220652
01/07/1996,AMZ04,296.755779,297.7701119,24.6201119
01/08/1996,AMZ04,297.3908129,297.7692948,24.6192948
01/09/1996,AMZ04,298.0151877,297.8582997,24.7082997
01/10/1996,AMZ04,298.3371766,297.8264788,24.6764788
01/11/1996,AMZ04,298.2241678,297.8130243,24.6630243
01/12/1996,AMZ04,297.9197539,297.6247462,24.4747462
01/01/1997,AMZ04,298.1843531,297.8089923,24.6589923
01/02/1997,AMZ04,297.3050172,296.8670985,23.7170985
01/03/1997,AMZ04,298.4119849,298.0483049,24.8983049
01/04/1997,AMZ04,298.0171236,297.9739829,24.8239829
01/05/1997,AMZ04,297.1972642,297.5574078,24.4074078
01/06/1997,AMZ04,297.8759891,298.7168679,25.5668679
01/07/1997,AMZ04,297.3613081,298.375641,25.225641
01/08/1997,AMZ04,297.6084365,297.9869184,24.8369184
01/09/1997,AMZ04,298.8540878,298.6971998,25.5471998
01/10/1997,AMZ04,299.4721323,298.9614345,25.8114345
01/11/1997,AMZ04,298.7454295,298.334286,25.184286
01/12/1997,AMZ04,298.8759043,298.5808966,25.4308966
01/01/1998,AMZ04,299.4062845,299.0309237,25.8809237
01/02/1998,AMZ04,299.6573695,299.2194508,26.0694508
01/03/1998,AMZ04,299.3438102,298.9801302,25.8301302
01/04/1998,AMZ04,298.7946231,298.7514824,25.6014824
01/05/1998,AMZ04,298.0323019,298.3924455,25.2424455
01/06/1998,AMZ04,297.2233798,298.0642586,24.9142586
01/07/1998,AMZ04,297.3124461,298.326779,25.176779
01/08/1998,AMZ04,298.1461541,298.524636,25.374636
01/09/1998,AMZ04,298.3609609,298.2040729,25.0540729
01/10/1998,AMZ04,298.6219982,298.1113004,24.9613004
01/11/1998,AMZ04,298.3580911,297.9469476,24.7969476
01/12/1998,AMZ04,298.2659383,297.9709306,24.8209306
01/01/1999,AMZ04,297.6053915,297.2300307,24.0800307
01/02/1999,AMZ04,297.6101677,297.172249,24.022249
01/03/1999,AMZ04,298.0976201,297.7339401,24.5839401
01/04/1999,AMZ04,297.153944,297.1108033,23.9608033
01/05/1999,AMZ04,297.1142979,297.4744415,24.3244415
01/06/1999,AMZ04,296.9938,297.8346788,24.6846788
01/07/1999,AMZ04,296.6710531,297.685386,24.535386
01/08/1999,AMZ04,297.0584412,297.4369231,24.2869231
01/09/1999,AMZ04,297.8535747,297.6966867,24.5466867
01/10/1999,AMZ04,298.0401936,297.5294958,24.3794958
01/11/1999,AMZ04,298.713635,298.3024915,25.1524915
01/12/1999,AMZ04,298.247256,297.9522483,24.8022483
01/01/2000,AMZ04,297.9828282,297.6074674,24.4574674
01/02/2000,AMZ04,298.0765466,297.6386279,24.4886279
01/03/2000,AMZ04,297.8259781,297.4622981,24.3122981
01/04/2000,AMZ04,297.2737807,297.23064,24.08064
01/05/2000,AMZ04,297.0421669,297.4023105,24.2523105
01/06/2000,AMZ04,296.9079487,297.7488275,24.5988275
01/07/2000,AMZ04,296.5023037,297.5166366,24.3666366
01/08/2000,AMZ04,297.2691328,297.6476147,24.4976147
01/09/2000,AMZ04,297.6224205,297.4655325,24.3155325
01/10/2000,AMZ04,297.8802671,297.3695693,24.2195693
01/11/2000,AMZ04,298.2966553,297.8855118,24.7355118
01/12/2000,AMZ04,297.8728955,297.5778878,24.4278878
01/01/2001,AMZ04,297.5183211,297.1429603,23.9929603
01/02/2001,AMZ04,297.8297306,297.3918119,24.2418119
01/03/2001,AMZ04,298.0127659,297.6490859,24.4990859
01/04/2001,AMZ04,297.928164,297.8850233,24.7350233
01/05/2001,AMZ04,297.5722974,297.932441,24.782441
01/06/2001,AMZ04,296.3820259,297.2229047,24.0729047
01/07/2001,AMZ04,296.7878707,297.8022036,24.6522036
01/08/2001,AMZ04,297.3166214,297.6951033,24.5451033
01/09/2001,AMZ04,297.6572028,297.5003148,24.3503148
01/10/2001,AMZ04,298.551121,298.0404232,24.8904232
01/11/2001,AMZ04,298.6203054,298.2091619,25.0591619
01/12/2001,AMZ04,298.1430253,297.8480176,24.6980176
01/01/2002,AMZ04,298.6208886,298.2455278,25.0955278
01/02/2002,AMZ04,298.4590283,298.0211096,24.8711096
01/03/2002,AMZ04,298.2076622,297.8439822,24.6939822
01/04/2002,AMZ04,297.9014675,297.8583268,24.7083268
01/05/2002,AMZ04,297.599238,297.9593816,24.8093816
01/06/2002,AMZ04,296.8637488,297.7046276,24.5546276
01/07/2002,AMZ04,297.0061766,298.0205095,24.8705095
01/08/2002,AMZ04,297.4321265,297.8106084,24.6606084
01/09/2002,AMZ04,298.2611955,298.1043075,24.9543075
01/10/2002,AMZ04,298.3443354,297.8336376,24.6836376
01/11/2002,AMZ04,297.9934163,297.5822728,24.4322728
01/12/2002,AMZ04,298.4075434,298.1125357,24.9625357
01/01/2003,AMZ04,299.6912025,299.3158417,26.1658417
01/02/2003,AMZ04,299.011613,298.5736943,25.4236943
01/03/2003,AMZ04,298.3436685,297.9799885,24.8299885
01/04/2003,AMZ04,297.974296,297.9311553,24.7811553
01/05/2003,AMZ04,297.2808516,297.6409952,24.4909952
01/06/2003,AMZ04,296.9959301,297.8368089,24.6868089
01/07/2003,AMZ04,296.7704751,297.784808,24.634808
01/08/2003,AMZ04,297.2682673,297.6467492,24.4967492
01/09/2003,AMZ04,297.6795435,297.5226555,24.3726555
01/10/2003,AMZ04,298.4208976,297.9101998,24.7601998
01/11/2003,AMZ04,298.406765,297.9956215,24.8456215
01/12/2003,AMZ04,298.3446759,298.0496682,24.8996682
01/01/2004,AMZ04,299.0380286,298.6626678,25.5126678
01/02/2004,AMZ04,298.9738759,298.5359572,25.3859572
01/03/2004,AMZ04,298.3295854,297.9659054,24.8159054
01/04/2004,AMZ04,298.3890221,298.3458814,25.1958814
01/05/2004,AMZ04,297.3759151,297.7360587,24.5860587
01/06/2004,AMZ04,296.8863436,297.7272224,24.5772224
01/07/2004,AMZ04,296.8666669,297.8809998,24.7309998
01/08/2004,AMZ04,297.2110418,297.5895237,24.4395237
01/09/2004,AMZ04,297.7926985,297.6358105,24.4858105
01/10/2004,AMZ04,298.6968424,298.1861446,25.0361446
01/11/2004,AMZ04,298.4289145,298.017771,24.867771
01/12/2004,AMZ04,298.3691313,298.0741236,24.9241236
01/01/2005,AMZ04,298.6335708,298.25821,25.10821
01/02/2005,AMZ04,298.3337672,297.8958485,24.7458485
01/03/2005,AMZ04,298.7449525,298.3812725,25.2312725
01/04/2005,AMZ04,298.0771916,298.0340509,24.8840509
01/05/2005,AMZ04,298.1859075,298.5460511,25.3960511
01/06/2005,AMZ04,297.5694721,298.4103509,25.2603509
01/07/2005,AMZ04,297.3373078,298.3516407,25.2016407
01/08/2005,AMZ04,298.0210712,298.3995531,25.2495531
01/09/2005,AMZ04,298.4036469,298.2467589,25.0967589
