region,date,GRACEmean,GRACEmean_filled,GRACEdes
Reg_AMZ06,01/09/2009,-8.154040479,-8.154040479,4.590314272
Reg_AMZ06,01/10/2009,-11.87425438,-11.87425438,0.856241557
Reg_AMZ06,01/11/2009,-13.75344926,-13.75344926,-4.23354114
Reg_AMZ06,01/12/2009,-4.509784853,-4.509784853,1.42711961
Reg_AMZ06,01/01/2010,-7.117922504,-7.117922504,-4.118165476
Reg_AMZ06,01/02/2010,-6.718352887,-6.718352887,-5.347770728
Reg_AMZ06,01/03/2010,-1.205896003,-1.205896003,-6.687816352
Reg_AMZ06,01/04/2010,11.9400244,11.9400244,-1.124013195
Reg_AMZ06,01/05/2010,9.501032653,9.501032653,-5.095851723
Reg_AMZ06,01/06/2010,8.365539812,8.365539812,-3.702459807
Reg_AMZ06,01/07/2010,1.891868884,1.891868884,-3.874786276
Reg_AMZ06,01/08/2010,-8.95375902,-8.95375902,-3.278264379
Reg_AMZ06,01/09/2010,-19.85230851,-19.85230851,-7.107953759
Reg_AMZ06,01/10/2010,-21.20132526,-21.20132526,-8.470829323
Reg_AMZ06,01/11/2010,-16.97659293,-16.97659293,-7.45668481
Reg_AMZ06,01/12/2010,-12.07153847,-12.07153847,-6.134634007
Reg_AMZ06,01/01/2011,,-11.35211714,-8.352360112
Reg_AMZ06,01/02/2011,-10.6326958,-10.6326958,-9.262113641
Reg_AMZ06,01/03/2011,-4.305619698,-4.305619698,-9.787540047
Reg_AMZ06,01/04/2011,14.72121188,14.72121188,1.657174285
Reg_AMZ06,01/05/2011,18.00038089,18.00038089,3.403496514
Reg_AMZ06,01/06/2011,,11.85174444,-0.216255179
Reg_AMZ06,01/07/2011,5.703107998,5.703107998,-0.063547162
Reg_AMZ06,01/08/2011,-10.7788503,-10.7788503,-5.103355659
Reg_AMZ06,01/09/2011,-17.33920862,-17.33920862,-4.594853869
Reg_AMZ06,01/10/2011,-12.0223314,-12.0223314,0.708164537
Reg_AMZ06,01/11/2011,,-6.172578549,3.347329571
Reg_AMZ06,01/12/2011,-0.322825697,-0.322825697,5.614078766
Reg_AMZ06,01/01/2012,7.100639924,7.100639924,10.10039695
Reg_AMZ06,01/02/2012,12.15163352,12.15163352,13.52221568
Reg_AMZ06,01/03/2012,22.98995812,22.98995812,17.50803777
Reg_AMZ06,01/04/2012,,20.42894301,7.364905415
Reg_AMZ06,01/05/2012,,17.86792789,3.271043514
Reg_AMZ06,01/06/2012,15.30691278,15.30691278,3.238913161
Reg_AMZ06,01/07/2012,5.617948525,5.617948525,-0.148706635
Reg_AMZ06,01/08/2012,-6.479057438,-6.479057438,-0.803562797
Reg_AMZ06,01/09/2012,-13.91507959,-13.91507959,-1.170724839
Reg_AMZ06,01/10/2012,,-12.15691208,0.573583857
Reg_AMZ06,01/11/2012,-10.39874457,-10.39874457,-0.87883645
Reg_AMZ06,01/12/2012,-7.246542143,-7.246542143,-1.30963768
Reg_AMZ06,01/01/2013,2.308472293,2.308472293,5.308229321
Reg_AMZ06,01/02/2013,8.160594097,8.160594097,9.531176256
Reg_AMZ06,01/03/2013,,14.87799365,9.396073301
Reg_AMZ06,01/04/2013,21.59539321,21.59539321,8.531355615
Reg_AMZ06,01/05/2013,15.13139714,15.13139714,0.534512764
Reg_AMZ06,01/06/2013,13.90747582,13.90747582,1.839476201
Reg_AMZ06,01/07/2013,9.16611988,9.16611988,3.39946472
Reg_AMZ06,01/08/2013,,3.319193792,8.994688433
Reg_AMZ06,01/09/2013,,-2.527732296,10.21662245
Reg_AMZ06,01/10/2013,-8.374658384,-8.374658384,4.355837553
Reg_AMZ06,01/11/2013,-7.796225826,-7.796225826,1.723682294
Reg_AMZ06,01/12/2013,-3.775254149,-3.775254149,2.161650314
Reg_AMZ06,01/01/2014,1.466330781,1.466330781,4.466087809
Reg_AMZ06,01/02/2014,,4.545808036,5.916390195
Reg_AMZ06,01/03/2014,7.625285291,7.625285291,2.143364942
Reg_AMZ06,01/04/2014,17.55715383,17.55715383,4.493116235
Reg_AMZ06,01/05/2014,22.60642701,22.60642701,8.009542634
Reg_AMZ06,01/06/2014,20.12265829,20.12265829,8.054658671
Reg_AMZ06,01/07/2014,,10.74536059,4.97870543
Reg_AMZ06,01/08/2014,1.368062897,1.368062897,7.043557538
Reg_AMZ06,01/09/2014,-5.922300651,-5.922300651,6.8220541
Reg_AMZ06,01/10/2014,-5.395497222,-5.395497222,7.334998715
Reg_AMZ06,01/11/2014,-3.326709046,-3.326709046,6.193199074
Reg_AMZ06,01/12/2014,,4.597379957,10.53428442
Reg_AMZ06,01/01/2015,12.52146896,12.52146896,15.52122599
Reg_AMZ06,01/02/2015,13.51875659,13.51875659,14.88933875
Reg_AMZ06,01/03/2015,21.8795387,21.8795387,16.39761835
Reg_AMZ06,01/04/2015,31.0045752,31.0045752,17.94053761
Reg_AMZ06,01/05/2015,,26.78593533,12.18905095
Reg_AMZ06,01/06/2015,,22.56729545,10.49929583
Reg_AMZ06,01/07/2015,18.34865558,18.34865558,12.58200042
Reg_AMZ06,01/08/2015,4.836957223,4.836957223,10.51245186
Reg_AMZ06,01/09/2015,-6.469630599,-6.469630599,6.274724152
Reg_AMZ06,01/10/2015,,-5.831023521,6.899472416
Reg_AMZ06,01/11/2015,,-5.192416444,4.327491676
Reg_AMZ06,01/12/2015,-4.553809366,-4.553809366,1.383095097
Reg_AMZ06,01/01/2016,-9.427389136,-9.427389136,-6.427632108
Reg_AMZ06,01/02/2016,-8.562895238,-8.562895238,-7.192313079
Reg_AMZ06,01/03/2016,6.787269374,6.787269374,1.305349025
Reg_AMZ06,01/04/2016,,13.30769644,0.243658845
Reg_AMZ06,01/05/2016,19.8281235,19.8281235,5.231239124
Reg_AMZ06,01/06/2016,14.19389714,14.19389714,2.125897521
Reg_AMZ06,01/07/2016,6.531711233,6.531711233,0.765056073
Reg_AMZ06,01/08/2016,-4.282675756,-4.282675756,1.392818885
Reg_AMZ06,01/09/2016,,-10.5241194,2.220235351
Reg_AMZ06,01/10/2016,,-16.76556305,-4.035067113
Reg_AMZ06,01/11/2016,-23.00700669,-23.00700669,-13.48709857
Reg_AMZ06,01/12/2016,-12.66730557,-12.66730557,-6.730401107
Reg_AMZ07,01/04/2002,10.68126242,10.68126242,1.368937262
Reg_AMZ07,01/05/2002,13.70124748,13.70124748,6.398312212
Reg_AMZ07,01/06/2002,,8.959038436,5.08017901
Reg_AMZ07,01/07/2002,,4.216829393,4.925110119
Reg_AMZ07,01/08/2002,-0.525379651,-0.525379651,6.18883728
Reg_AMZ07,01/09/2002,-4.038545235,-4.038545235,5.89155618
Reg_AMZ07,01/10/2002,-5.168614834,-5.168614834,3.128711155
Reg_AMZ07,01/11/2002,0.971370279,0.971370279,5.911332079
Reg_AMZ07,01/12/2002,1.401567024,1.401567024,2.797739133
Reg_AMZ07,01/01/2003,0.862850497,0.862850497,-0.537494393
Reg_AMZ07,01/02/2003,3.719853848,3.719853848,0.589786393
Reg_AMZ07,01/03/2003,6.694775549,6.694775549,-0.266751224
Reg_AMZ07,01/04/2003,9.311512161,9.311512161,-8.13E-04
Reg_AMZ07,01/05/2003,11.09950699,11.09950699,3.796571722
Reg_AMZ07,01/06/2003,,7.561577961,3.682718535
Reg_AMZ07,01/07/2003,4.023648933,4.023648933,4.731929659
Reg_AMZ07,01/08/2003,-3.014131701,-3.014131701,3.70008523
Reg_AMZ07,01/09/2003,-9.025582702,-9.025582702,0.904518713
Reg_AMZ07,01/10/2003,-5.063012747,-5.063012747,3.234313242
Reg_AMZ07,01/11/2003,-4.35313988,-4.35313988,0.58682192
Reg_AMZ07,01/12/2003,-0.676410532,-0.676410532,0.719761577
Reg_AMZ07,01/01/2004,,-1.957609417,-3.357954307
Reg_AMZ07,01/02/2004,-3.238808301,-3.238808301,-6.368875756
Reg_AMZ07,01/03/2004,-0.933408114,-0.933408114,-7.894934887
Reg_AMZ07,01/04/2004,1.479171771,1.479171771,-7.833153387
Reg_AMZ07,01/05/2004,2.954662907,2.954662907,-4.348272361
Reg_AMZ07,01/06/2004,4.373575953,4.373575953,0.494716527
Reg_AMZ07,01/07/2004,0.892891123,0.892891123,1.601171849
Reg_AMZ07,01/08/2004,-5.479231903,-5.479231903,1.234985028
Reg_AMZ07,01/09/2004,-6.857818726,-6.857818726,3.072282689
Reg_AMZ07,01/10/2004,-5.764506577,-5.764506577,2.532819412
Reg_AMZ07,01/11/2004,-1.45379972,-1.45379972,3.48616208
Reg_AMZ07,01/12/2004,1.911323305,1.911323305,3.307495414
Reg_AMZ07,01/01/2005,1.608730819,1.608730819,0.208385929
Reg_AMZ07,01/02/2005,2.014266229,2.014266229,-1.115801226
Reg_AMZ07,01/03/2005,5.296897406,5.296897406,-1.664629367
Reg_AMZ07,01/04/2005,7.784132345,7.784132345,-1.528192813
Reg_AMZ07,01/05/2005,3.026156072,3.026156072,-4.276779196
Reg_AMZ07,01/06/2005,0.245721061,0.245721061,-3.633138365
Reg_AMZ07,01/07/2005,-4.308179363,-4.308179363,-3.599898637
Reg_AMZ07,01/08/2005,-11.6146321,-11.6146321,-4.900415169
Reg_AMZ07,01/09/2005,-12.98772535,-12.98772535,-3.057623935
Reg_AMZ07,01/10/2005,-10.24711041,-10.24711041,-1.949784421
Reg_AMZ07,01/11/2005,-6.176926583,-6.176926583,-1.236964783
Reg_AMZ07,01/12/2005,-4.530173286,-4.530173286,-3.134001177
Reg_AMZ07,01/01/2006,-0.423471095,-0.423471095,-1.823815985
Reg_AMZ07,01/02/2006,5.803477608,5.803477608,2.673410153
Reg_AMZ07,01/03/2006,7.714323917,7.714323917,0.752797144
Reg_AMZ07,01/04/2006,10.53027814,10.53027814,1.217952982
Reg_AMZ07,01/05/2006,2.897935769,2.897935769,-4.404999499
Reg_AMZ07,01/06/2006,-0.217799234,-0.217799234,-4.09665866
Reg_AMZ07,01/07/2006,-3.99788376,-3.99788376,-3.289603034
Reg_AMZ07,01/08/2006,-8.632211414,-8.632211414,-1.917994483
Reg_AMZ07,01/09/2006,-11.41586568,-11.41586568,-1.485764265
Reg_AMZ07,01/10/2006,-8.703392725,-8.703392725,-0.406066736
Reg_AMZ07,01/11/2006,-6.840721665,-6.840721665,-1.900759865
Reg_AMZ07,01/12/2006,-0.991939426,-0.991939426,0.404232683
Reg_AMZ07,01/01/2007,5.726290335,5.726290335,4.325945445
Reg_AMZ07,01/02/2007,-0.01727632,-0.01727632,-3.147343775
Reg_AMZ07,01/03/2007,1.921804147,1.921804147,-5.039722626
Reg_AMZ07,01/04/2007,7.756480253,7.756480253,-1.555844905
Reg_AMZ07,01/05/2007,7.228441001,7.228441001,-0.074494267
Reg_AMZ07,01/06/2007,3.493060405,3.493060405,-0.385799021
Reg_AMZ07,01/07/2007,-2.254860537,-2.254860537,-1.546579811
Reg_AMZ07,01/08/2007,-8.718261831,-8.718261831,-2.0040449
Reg_AMZ07,01/09/2007,-12.6785653,-12.6785653,-2.748463885
Reg_AMZ07,01/10/2007,-9.862055149,-9.862055149,-1.56472916
Reg_AMZ07,01/11/2007,-2.959699504,-2.959699504,1.980262296
Reg_AMZ07,01/12/2007,-0.37096075,-0.37096075,1.025211359
Reg_AMZ07,01/01/2008,4.077301935,4.077301935,2.676957045
Reg_AMZ07,01/02/2008,6.574275389,6.574275389,3.444207934
Reg_AMZ07,01/03/2008,9.561424062,9.561424062,2.599897289
Reg_AMZ07,01/04/2008,8.511108398,8.511108398,-0.80121676
Reg_AMZ07,01/05/2008,7.111012669,7.111012669,-0.191922599
Reg_AMZ07,01/06/2008,3.247410832,3.247410832,-0.631448594
Reg_AMZ07,01/07/2008,-0.790080796,-0.790080796,-0.08180007
Reg_AMZ07,01/08/2008,-6.299061747,-6.299061747,0.415155184
Reg_AMZ07,01/09/2008,-8.091929114,-8.091929114,1.838172301
Reg_AMZ07,01/10/2008,-7.78599511,-7.78599511,0.511330879
Reg_AMZ07,01/11/2008,-3.771296925,-3.771296925,1.168664875
Reg_AMZ07,01/12/2008,-1.38271917,-1.38271917,0.013452939
Reg_AMZ07,01/01/2009,3.518069694,3.518069694,2.117724804
Reg_AMZ07,01/02/2009,9.561123736,9.561123736,6.431056281
Reg_AMZ07,01/03/2009,13.12264679,13.12264679,6.161120017
Reg_AMZ07,01/04/2009,14.69561433,14.69561433,5.383289172
Reg_AMZ07,01/05/2009,14.48259252,14.48259252,7.179657252
Reg_AMZ07,01/06/2009,9.547631857,9.547631857,5.668772431
Reg_AMZ07,01/07/2009,4.771028804,4.771028804,5.47930953
Reg_AMZ07,01/08/2009,-1.576228137,-1.576228137,5.137988794
Reg_AMZ07,01/09/2009,-4.950805356,-4.950805356,4.979296059
Reg_AMZ07,01/10/2009,-6.62192287,-6.62192287,1.675403119
Reg_AMZ07,01/11/2009,-5.297046441,-5.297046441,-0.357084641
Reg_AMZ07,01/12/2009,0.747860523,0.747860523,2.144032632
Reg_AMZ07,01/01/2010,0.349415938,0.349415938,-1.050928952
Reg_AMZ07,01/02/2010,1.871498353,1.871498353,-1.258569102
Reg_AMZ07,01/03/2010,5.274007162,5.274007162,-1.687519611
Reg_AMZ07,01/04/2010,8.064714223,8.064714223,-1.247610935
Reg_AMZ07,01/05/2010,5.561927023,5.561927023,-1.741008245
Reg_AMZ07,01/06/2010,1.540927546,1.540927546,-2.33793188
Reg_AMZ07,01/07/2010,-2.258171052,-2.258171052,-1.549890326
Reg_AMZ07,01/08/2010,-8.534007166,-8.534007166,-1.819790235
Reg_AMZ07,01/09/2010,-13.07619354,-13.07619354,-3.146092125
Reg_AMZ07,01/10/2010,-13.12808782,-13.12808782,-4.830761831
Reg_AMZ07,01/11/2010,-9.380990881,-9.380990881,-4.441029081
Reg_AMZ07,01/12/2010,-6.662836207,-6.662836207,-5.266664098
Reg_AMZ07,01/01/2011,,-3.967428726,-5.367773616
Reg_AMZ07,01/02/2011,-1.272021244,-1.272021244,-4.402088699
Reg_AMZ07,01/03/2011,4.315999254,4.315999254,-2.645527519
Reg_AMZ07,01/04/2011,11.74768078,11.74768078,2.435355622
Reg_AMZ07,01/05/2011,7.612645627,7.612645627,0.309710359
Reg_AMZ07,01/06/2011,,2.527198518,-1.351660908
Reg_AMZ07,01/07/2011,-2.55824859,-2.55824859,-1.849967864
Reg_AMZ07,01/08/2011,-9.654437352,-9.654437352,-2.940220421
Reg_AMZ07,01/09/2011,-12.19363006,-12.19363006,-2.263528645
Reg_AMZ07,01/10/2011,-7.453689466,-7.453689466,0.843636523
Reg_AMZ07,01/11/2011,,-2.902443194,2.037518606
Reg_AMZ07,01/12/2011,1.648803079,1.648803079,3.044975188
Reg_AMZ07,01/01/2012,5.40336518,5.40336518,4.00302029
Reg_AMZ07,01/02/2012,10.12222443,10.12222443,6.992156975
Reg_AMZ07,01/03/2012,15.07488552,15.07488552,8.113358747
Reg_AMZ07,01/04/2012,,11.96961397,2.657288812
Reg_AMZ07,01/05/2012,,8.864342429,1.561407161
Reg_AMZ07,01/06/2012,5.759070883,5.759070883,1.880211457
Reg_AMZ07,01/07/2012,-0.809233313,-0.809233313,-0.100952587
Reg_AMZ07,01/08/2012,-7.846560276,-7.846560276,-1.132343345
Reg_AMZ07,01/09/2012,-11.49583581,-11.49583581,-1.565734395
Reg_AMZ07,01/10/2012,,-8.551038008,-0.253712019
Reg_AMZ07,01/11/2012,-5.606240205,-5.606240205,-0.666278405
Reg_AMZ07,01/12/2012,-1.2330049,-1.2330049,0.163167209
Reg_AMZ07,01/01/2013,4.054939094,4.054939094,2.654594204
Reg_AMZ07,01/02/2013,8.149679329,8.149679329,5.019611874
Reg_AMZ07,01/03/2013,,9.904667775,2.943141002
Reg_AMZ07,01/04/2013,11.65965622,11.65965622,2.347331062
Reg_AMZ07,01/05/2013,5.806190241,5.806190241,-1.496745027
Reg_AMZ07,01/06/2013,3.688581391,3.688581391,-0.190278035
Reg_AMZ07,01/07/2013,1.033782563,1.033782563,1.742063289
Reg_AMZ07,01/08/2013,,-1.054267123,5.659949808
Reg_AMZ07,01/09/2013,,-3.14231681,6.787784605
Reg_AMZ07,01/10/2013,-5.230366496,-5.230366496,3.066959493
Reg_AMZ07,01/11/2013,-3.304967151,-3.304967151,1.634994649
Reg_AMZ07,01/12/2013,0.292491621,0.292491621,1.68866373
Reg_AMZ07,01/01/2014,4.436947126,4.436947126,3.036602236
Reg_AMZ07,01/02/2014,,6.326477524,3.196410069
Reg_AMZ07,01/03/2014,8.216007922,8.216007922,1.254481149
Reg_AMZ07,01/04/2014,10.97596911,10.97596911,1.663643952
Reg_AMZ07,01/05/2014,12.00067312,12.00067312,4.697737852
Reg_AMZ07,01/06/2014,8.123340216,8.123340216,4.24448079
Reg_AMZ07,01/07/2014,,2.364469738,3.072750464
Reg_AMZ07,01/08/2014,-3.394400741,-3.394400741,3.31981619
Reg_AMZ07,01/09/2014,-6.380205768,-6.380205768,3.549895647
Reg_AMZ07,01/10/2014,-4.058455886,-4.058455886,4.238870103
Reg_AMZ07,01/11/2014,-1.48958497,-1.48958497,3.45037683
Reg_AMZ07,01/12/2014,,4.824232935,6.220405044
Reg_AMZ07,01/01/2015,11.13805084,11.13805084,9.73770595
Reg_AMZ07,01/02/2015,7.537199643,7.537199643,4.407132188
Reg_AMZ07,01/03/2015,16.13163742,16.13163742,9.170110647
Reg_AMZ07,01/04/2015,19.5428076,19.5428076,10.23048244
Reg_AMZ07,01/05/2015,,15.70294274,8.400007472
Reg_AMZ07,01/06/2015,,11.86307787,7.984218444
Reg_AMZ07,01/07/2015,8.023213007,8.023213007,8.731493733
Reg_AMZ07,01/08/2015,1.244444142,1.244444142,7.958661073
Reg_AMZ07,01/09/2015,-3.980807684,-3.980807684,5.949293731
Reg_AMZ07,01/10/2015,,-2.068335806,6.228990183
Reg_AMZ07,01/11/2015,,-0.155863928,4.784097872
Reg_AMZ07,01/12/2015,1.75660795,1.75660795,3.152780059
Reg_AMZ07,01/01/2016,0.770361136,0.770361136,-0.629983754
Reg_AMZ07,01/02/2016,2.315523981,2.315523981,-0.814543474
Reg_AMZ07,01/03/2016,10.55199501,10.55199501,3.590468237
Reg_AMZ07,01/04/2016,,11.50191084,2.189585682
Reg_AMZ07,01/05/2016,12.45182666,12.45182666,5.148891392
Reg_AMZ07,01/06/2016,6.443753743,6.443753743,2.564894317
Reg_AMZ07,01/07/2016,-0.186289222,-0.186289222,0.521991504
Reg_AMZ07,01/08/2016,-4.436702384,-4.436702384,2.277514547
Reg_AMZ07,01/09/2016,,-6.373482696,3.556618719
Reg_AMZ07,01/10/2016,,-8.310263008,-0.012937019
Reg_AMZ07,01/11/2016,-10.24704332,-10.24704332,-5.30708152
Reg_AMZ07,01/12/2016,-3.379978907,-3.379978907,-1.983806798
Reg_AMZ08,01/04/2002,13.23596239,13.23596239,-0.263473691
Reg_AMZ08,01/05/2002,14.74433633,14.74433633,5.984472169
Reg_AMZ08,01/06/2002,,7.736433983,4.553431903
Reg_AMZ08,01/07/2002,,0.728531636,4.571671113
Reg_AMZ08,01/08/2002,-6.279370711,-6.279370711,4.567702104
Reg_AMZ08,01/09/2002,-5.273605951,-5.273605951,10.08730449
Reg_AMZ08,01/10/2002,-9.015974065,-9.015974065,4.40716238
Reg_AMZ08,01/11/2002,-3.503237104,-3.503237104,5.234930861
Reg_AMZ08,01/12/2002,2.951645124,2.951645124,5.039758222
Reg_AMZ08,01/01/2003,4.420824171,4.420824171,-0.103121719
Reg_AMZ08,01/02/2003,11.1187876,11.1187876,0.929895082
Reg_AMZ08,01/03/2003,16.45450084,16.45450084,2.309101328
Reg_AMZ08,01/04/2003,16.09442,16.09442,2.594983919
Reg_AMZ08,01/05/2003,10.66501339,10.66501339,1.905149229
Reg_AMZ08,01/06/2003,,5.712144173,2.529142093
Reg_AMZ08,01/07/2003,0.759274955,0.759274955,4.602414432
Reg_AMZ08,01/08/2003,-5.614483753,-5.614483753,5.232589062
Reg_AMZ08,01/09/2003,-13.33695302,-13.33695302,2.023957421
Reg_AMZ08,01/10/2003,-9.344033906,-9.344033906,4.079102539
Reg_AMZ08,01/11/2003,-6.715995945,-6.715995945,2.02217202
Reg_AMZ08,01/12/2003,-1.150420126,-1.150420126,0.937692972
Reg_AMZ08,01/01/2004,,4.616649162,0.092703272
Reg_AMZ08,01/02/2004,10.38371845,10.38371845,0.194825932
Reg_AMZ08,01/03/2004,9.410915021,9.410915021,-4.734484491
Reg_AMZ08,01/04/2004,8.98677313,8.98677313,-4.512662951
Reg_AMZ08,01/05/2004,8.476754525,8.476754525,-0.283109636
Reg_AMZ08,01/06/2004,3.416754569,3.416754569,0.233752489
Reg_AMZ08,01/07/2004,-2.841477261,-2.841477261,1.001662216
Reg_AMZ08,01/08/2004,-10.39538122,-10.39538122,0.451691595
Reg_AMZ08,01/09/2004,-12.89537932,-12.89537932,2.465531121
Reg_AMZ08,01/10/2004,-11.52163965,-11.52163965,1.901496795
Reg_AMZ08,01/11/2004,-6.04741622,-6.04741622,2.690751745
Reg_AMZ08,01/12/2004,0.990220401,0.990220401,3.078333499
Reg_AMZ08,01/01/2005,5.886834589,5.886834589,1.362888699
Reg_AMZ08,01/02/2005,8.68186951,8.68186951,-1.507023008
Reg_AMZ08,01/03/2005,11.232314,11.232314,-2.913085512
Reg_AMZ08,01/04/2005,9.171696438,9.171696438,-4.327739643
Reg_AMZ08,01/05/2005,2.577657191,2.577657191,-6.18220697
Reg_AMZ08,01/06/2005,-3.129546931,-3.129546931,-6.312549011
Reg_AMZ08,01/07/2005,-9.888493367,-9.888493367,-6.04535389
Reg_AMZ08,01/08/2005,-17.97332685,-17.97332685,-7.126254035
Reg_AMZ08,01/09/2005,-19.52869954,-19.52869954,-4.167789099
Reg_AMZ08,01/10/2005,-15.501652,-15.501652,-2.078515555
Reg_AMZ08,01/11/2005,-12.046675,-12.046675,-3.308507035
Reg_AMZ08,01/12/2005,-5.603544385,-5.603544385,-3.515431287
Reg_AMZ08,01/01/2006,7.798090399,7.798090399,3.274144509
Reg_AMZ08,01/02/2006,13.66124984,13.66124984,3.472357322
Reg_AMZ08,01/03/2006,12.77405322,12.77405322,-1.371346292
Reg_AMZ08,01/04/2006,15.30654062,15.30654062,1.807104539
Reg_AMZ08,01/05/2006,4.916297736,4.916297736,-3.843566425
Reg_AMZ08,01/06/2006,1.821950786,1.821950786,-1.361051294
Reg_AMZ08,01/07/2006,-6.571079612,-6.571079612,-2.727940135
Reg_AMZ08,01/08/2006,-13.98426745,-13.98426745,-3.137194635
Reg_AMZ08,01/09/2006,-17.61260853,-17.61260853,-2.251698089
Reg_AMZ08,01/10/2006,-12.40347236,-12.40347236,1.019664085
Reg_AMZ08,01/11/2006,-7.346910227,-7.346910227,1.391257738
Reg_AMZ08,01/12/2006,0.158854762,0.158854762,2.24696786
Reg_AMZ08,01/01/2007,6.967933722,6.967933722,2.443987832
Reg_AMZ08,01/02/2007,8.071098346,8.071098346,-2.117794172
Reg_AMZ08,01/03/2007,13.83794327,13.83794327,-0.307456242
Reg_AMZ08,01/04/2007,15.60832247,15.60832247,2.108886389
Reg_AMZ08,01/05/2007,12.37333745,12.37333745,3.613473289
Reg_AMZ08,01/06/2007,4.563069716,4.563069716,1.380067636
Reg_AMZ08,01/07/2007,-3.854833552,-3.854833552,-0.011694075
Reg_AMZ08,01/08/2007,-10.99496971,-10.99496971,-0.147896895
Reg_AMZ08,01/09/2007,-18.39057639,-18.39057639,-3.029665949
Reg_AMZ08,01/10/2007,-15.19153845,-15.19153845,-1.768402005
Reg_AMZ08,01/11/2007,-7.453296507,-7.453296507,1.284871458
Reg_AMZ08,01/12/2007,0.016446934,0.016446934,2.104560032
Reg_AMZ08,01/01/2008,9.727493568,9.727493568,5.203547678
Reg_AMZ08,01/02/2008,16.13091206,16.13091206,5.942019542
Reg_AMZ08,01/03/2008,17.66647568,17.66647568,3.521076168
Reg_AMZ08,01/04/2008,14.24020006,14.24020006,0.740763979
Reg_AMZ08,01/05/2008,9.812348946,9.812348946,1.052484785
Reg_AMZ08,01/06/2008,3.041368713,3.041368713,-0.141633367
Reg_AMZ08,01/07/2008,-5.378318787,-5.378318787,-1.53517931
Reg_AMZ08,01/08/2008,-11.07120748,-11.07120748,-0.224134665
Reg_AMZ08,01/09/2008,-15.8234831,-15.8234831,-0.462572659
Reg_AMZ08,01/10/2008,-15.0055476,-15.0055476,-1.582411155
Reg_AMZ08,01/11/2008,-11.45048051,-11.45048051,-2.712312545
Reg_AMZ08,01/12/2008,-4.661900565,-4.661900565,-2.573787467
Reg_AMZ08,01/01/2009,3.841122157,3.841122157,-0.682823733
Reg_AMZ08,01/02/2009,9.750749707,9.750749707,-0.438142811
Reg_AMZ08,01/03/2009,16.63224701,16.63224701,2.486847498
Reg_AMZ08,01/04/2009,16.58029898,16.58029898,3.080862899
Reg_AMZ08,01/05/2009,13.23643041,13.23643041,4.476566249
Reg_AMZ08,01/06/2009,8.164000892,8.164000892,4.980998812
Reg_AMZ08,01/07/2009,1.621591056,1.621591056,5.464730533
Reg_AMZ08,01/08/2009,-5.33313549,-5.33313549,5.513937325
Reg_AMZ08,01/09/2009,-10.38901843,-10.38901843,4.971892011
Reg_AMZ08,01/10/2009,-13.60253043,-13.60253043,-0.179393985
Reg_AMZ08,01/11/2009,-8.641504739,-8.641504739,0.096663226
Reg_AMZ08,01/12/2009,-0.994369198,-0.994369198,1.0937439
Reg_AMZ08,01/01/2010,6.422163536,6.422163536,1.898217646
Reg_AMZ08,01/02/2010,10.84557595,10.84557595,0.656683432
Reg_AMZ08,01/03/2010,16.00202697,16.00202697,1.856627458
Reg_AMZ08,01/04/2010,11.96222641,11.96222641,-1.537209671
Reg_AMZ08,01/05/2010,4.250297475,4.250297475,-4.509566686
Reg_AMZ08,01/06/2010,-2.772816064,-2.772816064,-5.955818144
Reg_AMZ08,01/07/2010,-7.251532645,-7.251532645,-3.408393168
Reg_AMZ08,01/08/2010,-16.03951115,-16.03951115,-5.192438335
Reg_AMZ08,01/09/2010,-20.3987689,-20.3987689,-5.037858459
Reg_AMZ08,01/10/2010,-19.04197123,-19.04197123,-5.618834785
Reg_AMZ08,01/11/2010,-15.2509727,-15.2509727,-6.512804735
Reg_AMZ08,01/12/2010,-8.913241086,-8.913241086,-6.825127988
Reg_AMZ08,01/01/2011,,0.39460781,-4.12933808
Reg_AMZ08,01/02/2011,9.702456706,9.702456706,-0.486435812
Reg_AMZ08,01/03/2011,13.86858176,13.86858176,-0.276817752
Reg_AMZ08,01/04/2011,15.45080273,15.45080273,1.951366649
Reg_AMZ08,01/05/2011,7.255685976,7.255685976,-1.504178185
Reg_AMZ08,01/06/2011,,-1.022761198,-4.205763278
Reg_AMZ08,01/07/2011,-9.301208371,-9.301208371,-5.458068894
Reg_AMZ08,01/08/2011,-14.40575191,-14.40575191,-3.558679095
Reg_AMZ08,01/09/2011,-19.15252173,-19.15252173,-3.791611289
Reg_AMZ08,01/10/2011,-14.77986286,-14.77986286,-1.356726415
Reg_AMZ08,01/11/2011,,-8.531478252,0.206689713
Reg_AMZ08,01/12/2011,-2.283093643,-2.283093643,-0.194980545
Reg_AMZ08,01/01/2012,1.296562474,1.296562474,-3.227383416
Reg_AMZ08,01/02/2012,11.42166796,11.42166796,1.232775442
Reg_AMZ08,01/03/2012,15.828037,15.828037,1.682637488
Reg_AMZ08,01/04/2012,,13.00203435,-0.497401731
Reg_AMZ08,01/05/2012,,10.1760317,1.416167539
Reg_AMZ08,01/06/2012,7.350029045,7.350029045,4.167026965
Reg_AMZ08,01/07/2012,-1.097481603,-1.097481603,2.745657874
Reg_AMZ08,01/08/2012,-10.85650781,-10.85650781,-0.009434995
Reg_AMZ08,01/09/2012,-17.32293719,-17.32293719,-1.962026749
Reg_AMZ08,01/10/2012,,-13.83823592,-0.415099475
