region,year,Nat,Ant,Grand Total,percent_Nat,percent_Ant
NOR06,2006,118233.1297,182511.8728,319977.4829,0.369504531,0.570389739
NOR06,2007,118849.6763,181351.3822,319977.5405,0.371431308,0.566762848
NOR06,2008,119144.7175,180733.9008,319977.4132,0.372353524,0.564833308
NOR06,2009,119327.154,179867.3974,319977.5356,0.372923536,0.562125079
NOR06,2010,119540.7987,179310.3491,319977.4654,0.373591304,0.560384304
NOR06,2011,119289.5929,179092.444,319977.3041,0.372806419,0.559703584
NOR06,2012,119222.5256,179040.1109,319977.329,0.37259679,0.559539988
NOR06,2013,118887.0822,179174.6381,319977.222,0.371548579,0.559960603
NOR06,2014,118410.7398,179277.314,319976.896,0.37006028,0.560282059
NOR06,2015,118736.5784,178964.9288,319976.7221,0.371078801,0.559306088
NOR06,2016,118713.512,178829.252,319976.7934,0.371006631,0.558881943
NOR06,2017,119148.1711,178259.7881,319976.8216,0.372365006,0.55710219
NOR06,2018,118902.5028,177800.7572,319976.8166,0.371597243,0.555667623
NOR07,1985,131624.1444,117198.2431,253249.29,0.519741415,0.46277817
NOR07,1986,131883.2791,116638.3449,253249.3042,0.520764626,0.460567287
NOR07,1987,128088.2093,120721.1915,253249.1784,0.505779368,0.476689371
NOR07,1988,127591.6482,120825.343,253249.2145,0.503818535,0.477100564
NOR07,1989,127105.5964,121261.3472,253249.1704,0.501899359,0.478822288
NOR07,1990,125795.1306,122581.7172,253249.2238,0.496724644,0.484035905
NOR07,1991,123135.3123,124940.9033,253249.1781,0.486221962,0.493351664
NOR07,1992,121584.8373,126445.2649,253249.2732,0.480099452,0.499291719
NOR07,1993,119073.8318,129195.1894,253249.3727,0.470184114,0.510150087
NOR07,1994,117816.9481,130386.5507,253249.3335,0.465221158,0.514854467
NOR07,1995,118393.2291,130008.8318,253249.2645,0.467496833,0.513363117
NOR07,1996,118751.2154,129784.3675,253249.2064,0.468910513,0.512476897
NOR07,1997,121909.3172,126620.3761,253249.0028,0.481381233,0.49998371
NOR07,1998,122044.6093,126608.3143,253248.898,0.481915658,0.499936289
NOR07,1999,121009.5965,127437.4335,253248.9983,0.47782853,0.50321002
NOR07,2000,120723.7808,127878.5899,253248.9417,0.476700041,0.50495212
NOR07,2001,120059.0578,128641.7445,253249.0061,0.474075139,0.507965447
NOR07,2002,117830.6513,130751.8766,253248.9092,0.465276047,0.516297887
NOR07,2003,115328.5661,133261.8199,253248.8625,0.455396186,0.526208957
NOR07,2004,115829.6064,132574.651,253248.9181,0.457374536,0.523495429
NOR07,2005,118186.874,130101.3753,253248.968,0.466682549,0.513729143
NOR07,2006,120329.6614,127844.4576,253248.9497,0.475143773,0.504817326
NOR07,2007,122025.7245,126037.7459,253249.0619,0.481840776,0.497682972
NOR07,2008,120808.8192,127230.6641,253249.0751,0.477035579,0.502393401
NOR07,2009,117520.3488,130391.8026,253249.0212,0.464050555,0.51487584
NOR07,2010,118284.5305,129619.464,253249.0189,0.46706807,0.511826125
NOR07,2011,119005.7176,128853.556,253249.0088,0.469915828,0.508801818
NOR07,2012,119391.8738,128538.0306,253248.9646,0.471440718,0.507555997
NOR07,2013,119619.5684,128326.7127,253248.8886,0.472339954,0.506721721
NOR07,2014,118520.9299,129289.3833,253248.6597,0.4680022,0.510523465
NOR07,2015,119396.5801,128319.6953,253248.6769,0.471459838,0.506694435
NOR07,2016,121354.699,126172.4614,253248.6391,0.47919191,0.498215753
NOR07,2017,120248.4478,127294.5207,253248.8046,0.474823358,0.502646087
NOR07,2018,117782.5685,129616.6055,253248.7718,0.465086435,0.511815337
ORN01,1985,320532.6873,3071.511334,326742.6893,0.980994213,0.009400398
ORN01,1986,320527.8232,3072.590805,326742.6893,0.980979326,0.009403702
ORN01,1987,320521.1459,3067.05052,326742.6893,0.98095889,0.009386746
ORN01,1988,320065.5711,3382.182509,326742.6893,0.979564598,0.010351211
ORN01,1989,319887.2472,3471.81634,326742.6893,0.979018836,0.010625536
ORN01,1990,319918.2526,3441.722371,326742.6893,0.979113728,0.010533433
ORN01,1991,319899.7726,3474.159482,326742.6893,0.97905717,0.010632708
ORN01,1992,319621.9313,3758.492363,326742.6893,0.978206833,0.011502912
ORN01,1993,319647.7388,3818.503464,326742.6893,0.978285817,0.011686577
ORN01,1994,319684.9119,3816.581252,326742.6893,0.978399586,0.011680694
ORN01,1995,319675.1476,3779.756406,326742.6893,0.978369702,0.011567991
ORN01,1996,319619.074,3782.555375,326742.6893,0.978198088,0.011576557
ORN01,1997,319549.9316,3797.491845,326742.6893,0.977986477,0.01162227
ORN01,1998,319490.1987,3798.002688,326742.6893,0.977803664,0.011623834
ORN01,1999,319307.2959,3807.220005,326742.6893,0.977243887,0.011652043
ORN01,2000,319340.3476,3632.235484,326742.6893,0.977345043,0.011116501
ORN01,2001,319333.1086,3622.98459,326742.6893,0.977322888,0.011088189
ORN01,2002,319310.0545,3639.968564,326742.6893,0.97725233,0.011140168
ORN01,2003,319244.2085,3719.216065,326742.6893,0.977050808,0.011382706
ORN01,2004,319218.0144,3748.761927,326742.6893,0.97697064,0.011473132
ORN01,2005,319216.0349,3750.080794,326742.6893,0.976964582,0.011477168
ORN01,2006,319132.323,3823.161589,326742.6893,0.976708381,0.011700833
ORN01,2007,319140.0667,3811.941687,326742.6893,0.97673208,0.011666494
ORN01,2008,319139.2618,3779.315445,326742.6893,0.976729617,0.011566641
ORN01,2009,319178.3755,3703.159759,326742.6893,0.976849325,0.011333566
ORN01,2010,319193.9215,3702.932191,326742.6893,0.976896904,0.011332869
ORN01,2011,319145.3814,3764.163506,326742.6893,0.976748346,0.011520268
ORN01,2012,319107.175,3782.777564,326742.6893,0.976631415,0.011577237
ORN01,2013,319106.3941,3784.764058,326742.6893,0.976629025,0.011583317
ORN01,2014,319002.2253,3866.375597,326742.6893,0.976310215,0.01183309
ORN01,2015,318871.5982,3924.462224,326742.6893,0.975910429,0.012010865
ORN01,2016,318785.7911,3990.44499,326742.6893,0.975647816,0.012212806
ORN01,2017,318745.096,3992.969476,326742.6893,0.975523268,0.012220532
ORN01,2018,318859.375,3847.381974,326742.6893,0.97587302,0.01177496
ORN02,1985,338984.9222,7688.221946,355128.2609,0.95454223,0.021649141
ORN02,1986,338972.1791,7726.548143,355128.2609,0.954506347,0.021757064
ORN02,1987,338135.8601,8573.374337,355128.2609,0.95215137,0.024141628
ORN02,1988,337956.3895,8761.93137,355128.2609,0.951646001,0.024672583
ORN02,1989,336990.5961,9370.438265,355128.2609,0.948926439,0.026386068
ORN02,1990,336778.715,9576.698325,355128.2609,0.948329807,0.026966872
ORN02,1991,335882.7202,10379.07789,355128.2609,0.945806789,0.02922628
ORN02,1992,335710.9596,10575.45843,355128.2609,0.945323131,0.029779265
ORN02,1993,335573.746,10811.24711,355128.2609,0.944936754,0.030443218
ORN02,1994,335637.1488,10948.97476,355128.2609,0.945115289,0.030831043
ORN02,1995,335712.4082,11049.11528,355128.2609,0.94532721,0.031113027
ORN02,1996,335094.07,11405.34903,355128.2609,0.943586042,0.03211614
ORN02,1997,334395.693,11768.0576,355128.2609,0.941619493,0.033137486
ORN02,1998,333859.4857,12179.44549,355128.2609,0.940109595,0.034295906
ORN02,1999,333705.6394,12617.72507,355128.2609,0.939676382,0.035530051
ORN02,2000,332992.9006,13016.80264,355128.2609,0.937669392,0.036653807
ORN02,2001,332753.385,13379.70275,355128.2609,0.936994944,0.037675691
ORN02,2002,332472.4669,13640.89966,355128.2609,0.936203911,0.038411192
ORN02,2003,332454.0926,13868.23824,355128.2609,0.936152171,0.039051351
ORN02,2004,332567.6962,14079.57678,355128.2609,0.936472066,0.039646455
ORN02,2005,332218.9559,14272.96441,355128.2609,0.935490054,0.040191013
ORN02,2006,331572.8938,14466.43645,355128.2609,0.933670818,0.040735807
ORN02,2007,331349.5417,14674.83702,355128.2609,0.933041884,0.041322639
ORN02,2008,331065.796,14835.23325,355128.2609,0.932242889,0.041774296
ORN02,2009,330971.9284,15036.42985,355128.2609,0.931978569,0.042340843
ORN02,2010,330902.9451,15170.07739,355128.2609,0.93178432,0.042717179
ORN02,2011,330807.6868,15347.29962,355128.2609,0.931516084,0.043216216
ORN02,2012,330457.6196,15496.62968,355128.2609,0.930530335,0.043636712
ORN02,2013,330177.9772,15656.71333,355128.2609,0.929742894,0.044087489
ORN02,2014,330003.8319,15851.58212,355128.2609,0.929252522,0.044636217
ORN02,2015,330104.5363,16034.69719,355128.2609,0.929536093,0.045151848
ORN02,2016,329986.1206,16228.60206,355128.2609,0.929202649,0.045697861
ORN02,2017,329952.1561,16514.17705,355128.2609,0.929107008,0.046502007
ORN02,2018,329250.9718,16820.36967,355128.2609,0.927132555,0.04736421
ORN03,1985,262154.6633,3619.189109,270217.9628,0.970160017,0.013393592
ORN03,1986,261948.9239,3772.667379,270217.9628,0.969398634,0.013961571
ORN03,1987,261979.2391,3765.645429,270217.9628,0.969510822,0.013935585
ORN03,1988,261756.3746,4006.117333,270217.9628,0.968686063,0.014825503
ORN03,1989,261203.6622,4566.977771,270217.9628,0.966640631,0.016901089
ORN03,1990,260939.3529,4866.712233,270217.9628,0.965662498,0.018010321
ORN03,1991,260641.396,5151.360894,270217.9628,0.964559844,0.019063725
ORN03,1992,260655.7858,5152.811529,270217.9628,0.964613096,0.019069093
ORN03,1993,260576.945,5231.888995,270217.9628,0.964321329,0.019361737
ORN03,1994,260434.1338,5331.317213,270217.9628,0.963792825,0.019729692
ORN03,1995,260362.3988,5401.68891,270217.9628,0.963527354,0.019990118
ORN03,1996,260035.5112,5718.044771,270217.9628,0.962317636,0.021160861
ORN03,1997,259446.4658,6309.046363,270217.9628,0.960137746,0.02334799
ORN03,1998,259108.0794,6597.381278,270217.9628,0.958885474,0.024415036
ORN03,1999,258879.7755,6843.681599,270217.9628,0.958040586,0.025326524
ORN03,2000,258451.8989,7250.600871,270217.9628,0.956457136,0.026832416
ORN03,2001,258128.3568,7613.43556,270217.9628,0.955259799,0.028175165
ORN03,2002,257888.1807,7820.05637,270217.9628,0.954370975,0.02893981
ORN03,2003,257644.1768,8063.239051,270217.9628,0.953467986,0.02983976
ORN03,2004,257616.0426,8081.559032,270217.9628,0.953363869,0.029907557
ORN03,2005,257437.0736,8292.51974,270217.9628,0.952701556,0.030688262
ORN03,2006,257292.3042,8437.261585,270217.9628,0.952165805,0.031223911
ORN03,2007,257102.6334,8636.855407,270217.9628,0.951463888,0.031962551
ORN03,2008,256916.4364,8829.948308,270217.9628,0.950774825,0.032677133
ORN03,2009,256620.7204,9140.234558,270217.9628,0.949680464,0.033825414
ORN03,2010,256613.869,9124.635691,270217.9628,0.949655109,0.033767687
ORN03,2011,256581.4072,9130.157289,270217.9628,0.949534977,0.033788121
ORN03,2012,256551.7749,9210.108508,270217.9628,0.949425317,0.034083998
ORN03,2013,256361.8894,9382.294912,270217.9628,0.948722604,0.034721211
ORN03,2014,255893.3211,9848.363548,270217.9628,0.946988566,0.036445999
ORN03,2015,255511.6447,10213.98122,270217.9628,0.94557609,0.037799046
ORN03,2016,255087.9309,10635.63626,270217.9628,0.944008045,0.039359472
ORN03,2017,254331.4902,11404.85889,270217.9628,0.941208673,0.042206146
ORN03,2018,253668.6648,12006.92527,270217.9628,0.938755744,0.044434223
PMP01,1985,,,355272.6302,0,0
PMP01,1986,,,355272.6302,0,0
PMP01,1987,,,355272.6302,0,0
PMP01,1988,,,355272.6302,0,0
PMP01,1989,,,355272.6302,0,0
PMP01,1990,,,355272.6302,0,0
PMP01,1991,,,355272.6302,0,0
PMP01,1992,,,355272.6302,0,0
PMP01,1993,,,355272.6302,0,0
PMP01,1994,,,355272.6302,0,0
PMP01,1995,,,355272.6302,0,0
PMP01,1996,,,355272.6302,0,0
PMP01,1997,,,355272.6302,0,0
PMP01,1998,,,355272.6302,0,0
PMP01,1999,,,355272.6302,0,0
PMP01,2000,195075.2525,134265.2518,355272.6302,0.549086071,0.377921743
PMP01,2001,188681.6442,141651.3538,355272.6302,0.531089727,0.398711698
PMP01,2002,188181.0092,143336.896,355272.6302,0.52968057,0.403456061
PMP01,2003,187737.9225,142832.2306,355272.6302,0.528433396,0.402035559
PMP01,2004,188313.5726,143046.867,355272.6302,0.530053701,0.402639705
PMP01,2005,185093.0067,145025.7509,355272.6302,0.520988646,0.408209748
PMP01,2006,184434.9627,145343.0754,355272.6302,0.519136424,0.409102934
PMP01,2007,180770.4954,147970.9048,355272.6302,0.508821902,0.41649959
PMP01,2008,182060.4536,142893.5818,355272.6302,0.512452799,0.402208247
PMP01,2009,179580.197,146288.9725,355272.6302,0.505471522,0.411765388
PMP01,2010,177953.2094,148267.4722,355272.6302,0.500891975,0.41733435
PMP01,2011,176200.6848,149466.196,355272.6302,0.495959074,0.420708446
PMP01,2012,178053.2249,148205.4953,355272.6302,0.501173493,0.417159901
PMP01,2013,177022.562,148054.3702,355272.6302,0.498272445,0.416734523
PMP01,2014,178683.3093,148016.9023,355272.6302,0.502947016,0.416629061
PMP01,2015,178930.1084,146881.9264,355272.6302,0.503641691,0.413434399
PMP01,2016,178893.4811,146334.0478,355272.6302,0.503538595,0.411892263
PMP01,2017,178826.1782,145449.5909,355272.6302,0.503349155,0.409402747
PMP01,2018,181506.1174,141257.1858,355272.6302,0.510892486,0.397602218
PMP02,1985,,,377219.5071,0,0
PMP02,1986,,,377219.5071,0,0
PMP02,1987,,,377219.5071,0,0
PMP02,1988,,,377219.5071,0,0
PMP02,1989,,,377219.5071,0,0
PMP02,1990,,,377219.5071,0,0
PMP02,1991,,,377219.5071,0,0
PMP02,1992,,,377219.5071,0,0
PMP02,1993,,,377219.5071,0,0
PMP02,1994,,,377219.5071,0,0
PMP02,1995,,,377219.5071,0,0
PMP02,1996,,,377219.5071,0,0
PMP02,1997,,,377219.5071,0,0
PMP02,1998,,,377219.5071,0,0
PMP02,1999,,,377219.5071,0,0
PMP02,2000,181393.638,189052.9717,377219.5071,0.480870248,0.501174961
PMP02,2001,168817.6737,201642.5322,377219.5071,0.447531664,0.534549588
PMP02,2002,172126.7866,198493.1685,377219.5071,0.456304044,0.526200699
PMP02,2003,159642.5159,209427.3326,377219.5071,0.423208537,0.55518691
PMP02,2004,149771.1268,220635.9558,377219.5071,0.397039718,0.584900705
PMP02,2005,138126.9383,231722.5962,377219.5071,0.36617125,0.614291127
PMP02,2006,135632.1412,234991.5649,377219.5071,0.359557601,0.622957086
PMP02,2007,137900.0625,232440.3642,377219.5071,0.365569807,0.616193913
PMP02,2008,132115.1905,237821.4921,377219.5071,0.350234248,0.630459156
PMP02,2009,129041.9975,240667.7707,377219.5071,0.342087286,0.638004573
PMP02,2010,128657.0223,241279.6198,377219.5071,0.341066726,0.639626571
PMP02,2011,131521.7709,238032.1927,377219.5071,0.348661107,0.631017718
PMP02,2012,137257.7943,232456.5709,377219.5071,0.363867169,0.616236877
PMP02,2013,138332.1003,231556.5777,377219.5071,0.366715129,0.613851016
PMP02,2014,140875.433,229632.3266,377219.5071,0.373457444,0.608749872
PMP02,2015,142582.6447,228015.2068,377219.5071,0.377983222,0.604462925
PMP02,2016,144928.9151,225909.9652,377219.5071,0.384203129,0.59888198
PMP02,2017,156104.2478,214488.5399,377219.5071,0.413828672,0.568604051
PMP02,2018,158383.5286,212064.303,377219.5071,0.419870992,0.562177456
PRT01,1985,168470.7462,45128.14846,225695.5614,0.746451304,0.199951422
PRT01,1986,168741.0928,45944.07476,225695.5936,0.747649035,0.203566556
PRT01,1987,168902.2829,46925.48584,225695.5626,0.74836333,0.207914969
PRT01,1988,164954.4007,48551.55422,225695.5852,0.730871189,0.215119645
PRT01,1989,165114.7087,50638.14577,225695.6708,0.731581196,0.224364719
PRT01,1990,161472.5768,52457.7285,225695.6805,0.715443807,0.232426816
PRT01,1991,158747.4326,53830.36194,225695.6427,0.703369506,0.238508645
PRT01,1992,156389.2851,55953.7242,225695.6263,0.692921204,0.247916741
PRT01,1993,154884.0568,57609.46254,225695.6452,0.686251862,0.255252876
PRT01,1994,156433.7983,59789.88133,225695.6532,0.693118348,0.264913748
PRT01,1995,153423.3812,61410.8345,225695.7014,0.679779811,0.272095721
PRT01,1996,152784.6581,62934.20785,225695.6979,0.676949802,0.278845403
PRT01,1997,150659.7569,64482.88558,225695.669,0.667534993,0.285707235
PRT01,1998,148065.6638,66279.17021,225695.6689,0.656041228,0.293666115
PRT01,1999,147055.0619,68024.08851,225695.7075,0.651563397,0.301397352
PRT01,2000,148482.6752,69718.96334,225695.6973,0.657888817,0.308906923
PRT01,2001,146764.6783,71287.38278,225695.7002,0.650276803,0.315856185
PRT01,2002,144870.3888,72871.44549,225695.6541,0.641883821,0.322874828
PRT01,2003,143455.0797,74399.65757,225695.7045,0.635612804,0.329645873
PRT01,2004,142568.3475,75566.16013,225695.7011,0.63168393,0.334814353
PRT01,2005,141733.5758,76375.2972,225695.7019,0.627985268,0.338399431
PRT01,2006,141420.2,76762.58478,225695.7028,0.626596777,0.340115402
PRT01,2007,140963.2449,77180.60545,225695.7157,0.62457209,0.341967526
PRT01,2008,140823.9471,77594.86604,225695.7011,0.623954938,0.343803031
PRT01,2009,140669.5916,77979.65091,225695.6882,0.623271063,0.345507934
PRT01,2010,140239.2764,78161.06212,225695.6689,0.6213645,0.34631175
PRT01,2011,140245.6957,78194.62035,225695.6953,0.621392869,0.346460398
PRT01,2012,140217.7552,78282.67538,225695.6686,0.621269146,0.346850588
PRT01,2013,140221.256,78593.5699,225695.6652,0.621284666,0.348228088
PRT01,2014,139491.2596,79001.47797,225695.6641,0.618050241,0.350035426
PRT01,2015,139586.7176,79220.59238,225695.7044,0.618473081,0.351006204
PRT01,2016,139097.0253,79503.32638,225695.7208,0.616303334,0.3522589
PRT01,2017,138592.91,79956.94004,225695.7167,0.61406974,0.354268753
PRT01,2018,138210.9136,80267.70612,225695.7072,0.612377237,0.355645693
PRT02,1985,125842.4758,116289.4128,250450.2362,0.502464991,0.464321434
PRT02,1986,129832.9686,116268.9324,250450.2298,0.518398281,0.464239671
PRT02,1987,127670.8168,117306.9807,250450.225,0.509765231,0.468384409
PRT02,1988,122893.9218,120077.7333,250450.1627,0.490692122,0.479447615
PRT02,1989,121345.2438,122656.1497,250450.1418,0.484508585,0.489742784
PRT02,1990,120448.4074,125061.6341,250450.0915,0.480927784,0.499347528
PRT02,1991,117851.1792,127114.2074,250450.0284,0.47055766,0.507543194
PRT02,1992,114085.4833,129731.8976,250450.0232,0.455521951,0.517995151
PRT02,1993,112755.9718,131603.0289,250450.0348,0.45021344,0.525466203
PRT02,1994,113241.7574,133206.5648,250450.1173,0.452152942,0.531868646
PRT02,1995,110317.4634,135550.7986,250450.1309,0.440476765,0.541228699
PRT02,1996,109142.7228,137264.34,250450.105,0.435786293,0.548070603
PRT02,1997,107767.89,138375.6565,250450.0752,0.430296896,0.552507946
PRT02,1998,106778.4505,139344.6485,250450.0843,0.426346235,0.556376928
PRT02,1999,106071.8937,140443.9983,250450.0933,0.423525072,0.560766404
PRT02,2000,105566.4443,141723.8536,250450.0509,0.421506979,0.565876721
PRT02,2001,104367.3312,143022.7684,250450.0651,0.416719122,0.571063011
PRT02,2002,102944.4324,144537.8287,250450.0216,0.411037826,0.577112463
PRT02,2003,101400.0786,146057.1719,250450.0636,0.404871443,0.583178817
PRT02,2004,100454.902,147118.2331,250450.0712,0.401097518,0.587415417
PRT02,2005,99789.17698,147804.55,250450.0352,0.398439461,0.590155836
PRT02,2006,99394.53057,148216.9963,250450.0003,0.396863767,0.59180274
PRT02,2007,98980.00593,148393.6147,250449.9808,0.395208678,0.59250799
PRT02,2008,98795.48375,148348.1059,250449.9622,0.394471945,0.592326326
PRT02,2009,98749.38814,147891.0742,250449.9323,0.394287941,0.590501554
PRT02,2010,98496.70215,147760.857,250449.9197,0.393279033,0.589981651
PRT02,2011,98150.22593,147524.12,250449.8938,0.391895658,0.589036465
PRT02,2012,98253.97264,147107.4768,250449.9389,0.392309829,0.58737278
PRT02,2013,98261.26289,146551.7613,250449.9637,0.392338899,0.585153853
PRT02,2014,97932.46879,146224.572,250449.9934,0.391026039,0.583847378
PRT02,2015,97855.47628,146074.2364,250449.9932,0.390718622,0.583247117
PRT02,2016,97243.07658,146323.9508,250449.9444,0.3882735,0.584244293
PRT02,2017,96834.70979,146538.804,250449.9306,0.386642989,0.585102194
PRT02,2018,96392.84106,146437.7804,250449.921,0.384878704,0.584698848
PRT03,1985,91995.21285,261816.1189,366019.791,0.25133945,0.715305908
PRT03,1986,92419.26386,261652.6832,366019.2198,0.25249839,0.714860502
PRT03,1987,91457.07237,262924.6075,366018.5217,0.249870067,0.718336893
PRT03,1988,89385.61151,264817.8825,366019.2734,0.244210122,0.723508027
PRT03,1989,87876.95117,266288.0934,366018.6739,0.24008871,0.727525977
PRT03,1990,86681.32045,267424.0038,366016.5079,0.236823527,0.730633723
PRT03,1991,85144.33169,268670.5439,366017.8569,0.232623436,0.734036711
PRT03,1992,83934.19662,269736.2676,366017.2783,0.22931758,0.736949547
PRT03,1993,82853.1025,270723.4434,366014.2601,0.226365777,0.739652721
PRT03,1994,81709.70828,271510.8924,366011.57,0.223243512,0.741809589
PRT03,1995,80918.76729,272162.8231,366014.7188,0.221080637,0.743584367
PRT03,1996,80512.95195,272661.3063,366013.5217,0.219972616,0.744948725
PRT03,1997,79930.64841,272924.3674,366016.1296,0.218380126,0.745662132
PRT03,1998,79949.56392,272794.5617,366012.5272,0.218433955,0.745314822
PRT03,1999,79724.46774,273108.9799,366010.1048,0.217820401,0.746178798
PRT03,2000,79199.98227,273989.3391,366006.6668,0.216389453,0.748591116
PRT03,2001,78977.14016,274270.7066,366004.5914,0.215781829,0.749364115
PRT03,2002,78469.7648,274474.3264,366004.8219,0.21439544,0.749919974
PRT03,2003,78034.41434,274662.9828,366002.7132,0.213207202,0.750439745
PRT03,2004,77452.1215,274974.272,366000.0573,0.211617785,0.751295708
PRT03,2005,77340.07715,274809.6127,366000.0869,0.211311636,0.750845758
PRT03,2006,77489.32353,274476.5101,366000.0523,0.211719433,0.749935713
PRT03,2007,77595.21245,274068.0912,365998.8492,0.212009444,0.748822276
PRT03,2008,77776.29868,273679.8577,365998.8416,0.212504221,0.747761541
PRT03,2009,77951.48557,273256.422,366000.4757,0.212981924,0.746601276
PRT03,2010,77972.09398,272722.8802,366001.262,0.213037774,0.745141912
PRT03,2011,77824.95835,272397.297,366002.0964,0.21263528,0.744250647
PRT03,2012,77652.786,272295.6193,366001.8014,0.212165038,0.74397344
PRT03,2013,77731.08568,271993.5986,366006.2329,0.212376399,0.743139253
PRT03,2014,77747.87608,271922.062,366009.1776,0.212420564,0.742937824
PRT03,2015,77770.58915,271932.2309,366009.5095,0.212482428,0.742964934
PRT03,2016,77670.08972,271729.9647,366010.197,0.212207448,0.742410913
PRT03,2017,77253.25509,272263.7882,366007.1624,0.211070337,0.743875574
PRT03,2018,76881.52628,272440.7847,366005.4735,0.210055674,0.744362597
PRT04,1985,94383.75245,283396.4546,397462.3358,0.237465903,0.713014616
PRT04,1986,94223.30116,283222.9163,397462.3475,0.237062207,0.712577979
PRT04,1987,92613.6975,284276.9081,397462.3418,0.233012509,0.715229792
PRT04,1988,90756.98384,285366.1377,397462.2915,0.228341118,0.717970343
PRT04,1989,89599.43678,286098.8774,397462.2967,0.22542877,0.719813879
PRT04,1990,89012.86803,286163.6738,397462.3026,0.223952982,0.719976893
PRT04,1991,88376.82863,285585.4077,397462.2962,0.222352735,0.718522009
PRT04,1992,87896.88504,285533.6941,397462.3206,0.221145202,0.718391856
PRT04,1993,87339.70633,285723.2583,397462.348,0.219743346,0.718868743
PRT04,1994,86528.99959,285933.297,397462.3009,0.217703665,0.719397277
PRT04,1995,85938.28568,286212.3484,397462.3238,0.216217439,0.720099318
PRT04,1996,85308.40774,286429.0679,397462.323,0.21463269,0.720644578
PRT04,1997,84872.95338,286561.6845,397462.3343,0.213537098,0.720978215
PRT04,1998,84675.77222,286230.4189,397462.3353,0.213040997,0.720144762
PRT04,1999,83701.11436,286052.8813,397462.3563,0.210588784,0.719698046
PRT04,2000,83374.48913,286618.8526,397462.3653,0.209767003,0.721121992
PRT04,2001,83112.30053,286256.3785,397462.3506,0.209107354,0.720210048
PRT04,2002,83079.03813,286033.6105,397462.3303,0.209023678,0.719649609
PRT04,2003,82739.38589,286351.7623,397462.3214,0.208169131,0.720450083
PRT04,2004,82741.08871,286026.4126,397462.3368,0.208173407,0.719631487
PRT04,2005,83012.28779,285406.4948,397462.313,0.208855746,0.718071841
PRT04,2006,83359.48108,284682.021,397462.3072,0.209729274,0.716249103
PRT04,2007,83571.60522,283652.0322,397462.3105,0.210262968,0.713657685
PRT04,2008,84108.24668,282377.1676,397462.3063,0.21161314,0.710450181
PRT04,2009,84441.93617,280863.9702,397462.2746,0.212452707,0.706643091
PRT04,2010,85005.02167,279252.4188,397462.2531,0.21386942,0.702588527
PRT04,2011,85078.02421,278232.9667,397462.2246,0.214053107,0.700023674
PRT04,2012,85366.56826,276940.0388,397462.2586,0.214779055,0.696770656
PRT04,2013,85685.79698,275693.1261,397462.2626,0.21558222,0.693633464
PRT04,2014,85973.62034,274633.1566,397462.2218,0.216306395,0.690966692
PRT04,2015,86596.68725,273804.6751,397462.2452,0.217873995,0.688882223
PRT04,2016,86731.152,272794.4976,397462.2543,0.218212298,0.686340639
PRT04,2017,86883.94361,272377.5828,397462.291,0.218596696,0.685291634
PRT04,2018,86527.80727,271809.5734,397462.2805,0.217700676,0.683862562
PRT05,1985,226965.4393,145028.1991,392112.5948,0.57882721,0.369863659
PRT05,1986,226370.3694,145186.5294,392112.6252,0.577309566,0.370267418
PRT05,1987,224386.4754,146677.7432,392112.564,0.572250155,0.374070501
PRT05,1988,222853.3871,148079.3378,392112.6051,0.568340278,0.377644931
PRT05,1989,221416.461,149310.2117,392112.5734,0.564675749,0.380784045
PRT05,1990,220458.334,149717.0717,392112.6237,0.562232177,0.381821606
PRT05,1991,219670.6315,150171.2328,392112.5386,0.56022343,0.382979931
PRT05,1992,219637.7647,149881.8742,392112.5997,0.560139523,0.382241923
PRT05,1993,219880.8679,149293.6097,392112.5412,0.56075959,0.380741736
PRT05,1994,220363.1364,148578.2897,392112.5397,0.561989516,0.378917465
PRT05,1995,220852.7296,147871.0815,392112.515,0.563238155,0.377113904
PRT05,1996,220673.5211,147865.8324,392112.5405,0.562781085,0.377100493
PRT05,1997,219812.4692,148594.5364,392112.3098,0.560585485,0.378959121
PRT05,1998,219995.3336,148073.8877,392112.3935,0.561051722,0.377631236
PRT05,1999,219389.2178,148454.7005,392112.4209,0.559505912,0.378602392
PRT05,2000,219242.7147,148665.6585,392112.1323,0.559132699,0.379140675
PRT05,2001,219084.3085,148501.533,392112.175,0.558728656,0.378722066
PRT05,2002,218385.369,148944.4675,392112.2383,0.556946067,0.379851616
PRT05,2003,218208.9888,148863.5427,392112.1776,0.556496333,0.379645293
PRT05,2004,215736.0843,150926.4027,392112.2049,0.550189669,0.384906159
PRT05,2005,215556.6892,150487.6563,392112.1845,0.549732188,0.383787248
PRT05,2006,215832.0198,149632.2515,392112.1841,0.550434362,0.381605718
PRT05,2007,216173.934,148321.9039,392112.2408,0.551306263,0.378263896
PRT05,2008,215373.458,147948.7431,392112.1544,0.549264938,0.377312311
PRT05,2009,214970.085,147037.5264,392112.2278,0.548236116,0.374988373
PRT05,2010,213519.5625,146868.6599,392112.1144,0.544537021,0.374557823
PRT05,2011,210686.4884,148706.5013,392112.1057,0.537311869,0.379244862
PRT05,2012,208457.272,149870.6304,392112.1949,0.531626597,0.382213643
PRT05,2013,205203.4723,152184.6683,392112.122,0.52332856,0.388115184
PRT05,2014,202915.0772,153672.2838,392112.1818,0.517492408,0.391908976
