date,region,AirTemp_des_oC,CHIRPSdes_mm,TWSrec_mm,GRACEdes_mm
01/04/1989,Reg_AMZ01,25.2140288,178.9417791,143.4313786,
01/05/1989,Reg_AMZ01,24.6534729,271.5857804,136.183495,
01/06/1989,Reg_AMZ01,24.9636643,236.0938613,164.9168865,
01/07/1989,Reg_AMZ01,24.8445016,245.3475872,170.678876,
01/08/1989,Reg_AMZ01,25.0359364,197.5286794,155.1377288,
01/09/1989,Reg_AMZ01,25.373421,197.0433548,115.3039391,
01/10/1989,Reg_AMZ01,24.5846841,250.1321577,110.349887,
01/11/1989,Reg_AMZ01,24.7290382,246.3581804,119.8863073,
01/12/1989,Reg_AMZ01,24.9339553,261.437113,97.01223048,
01/01/1990,Reg_AMZ01,25.4832824,216.1458394,69.54815723,
01/02/1990,Reg_AMZ01,25.6927437,170.248999,42.59454597,
01/03/1990,Reg_AMZ01,25.4606975,219.9362031,35.72414107,
01/04/1990,Reg_AMZ01,25.807837,225.0017808,23.86710128,
01/05/1990,Reg_AMZ01,25.8779184,165.276257,-1.682978168,
01/06/1990,Reg_AMZ01,25.7048807,202.3626691,-41.60309867,
01/07/1990,Reg_AMZ01,25.4102083,176.5948576,-44.15671674,
01/08/1990,Reg_AMZ01,25.0854208,223.6612562,-34.06319653,
01/09/1990,Reg_AMZ01,25.4417195,199.0003846,-34.78265306,
01/10/1990,Reg_AMZ01,25.8917885,202.7534314,-45.61538397,
01/11/1990,Reg_AMZ01,25.4176587,191.4875899,-62.29121686,
01/12/1990,Reg_AMZ01,25.6166817,181.2048233,-63.61098972,
01/01/1991,Reg_AMZ01,25.0000956,236.3983305,-45.39166101,
01/02/1991,Reg_AMZ01,25.7854281,148.2821205,-49.90239664,
01/03/1991,Reg_AMZ01,25.8428155,148.927961,-80.97616398,
01/04/1991,Reg_AMZ01,25.6593593,133.6392976,-119.0136005,
01/05/1991,Reg_AMZ01,25.4863512,176.2169358,-121.6101163,
01/06/1991,Reg_AMZ01,25.5557371,238.5280805,-90.01495113,
01/07/1991,Reg_AMZ01,25.415965,200.7348501,-79.07990739,
01/08/1991,Reg_AMZ01,24.7417644,218.0990481,-64.08335226,
01/09/1991,Reg_AMZ01,24.9386015,191.9331828,-57.90577573,
01/10/1991,Reg_AMZ01,24.4882045,188.5963536,-63.34473612,
01/11/1991,Reg_AMZ01,25.4681113,153.7313261,-77.56461179,
01/12/1991,Reg_AMZ01,26.3687818,111.4664618,-120.7593013,
01/01/1992,Reg_AMZ01,26.5821278,60.05280422,-178.2447281,
01/02/1992,Reg_AMZ01,25.9605114,197.3758137,-222.0899908,
01/03/1992,Reg_AMZ01,25.6525396,176.9994915,-184.636615,
01/04/1992,Reg_AMZ01,26.0251083,164.8587249,-183.6165223,
01/05/1992,Reg_AMZ01,26.6838565,-5.579329894,-262.2999181,
01/06/1992,Reg_AMZ01,26.2392214,95.17668781,-324.482734,
01/07/1992,Reg_AMZ01,26.2686212,137.0082953,-343.350159,
01/08/1992,Reg_AMZ01,25.7920002,197.1137435,-321.8900432,
01/09/1992,Reg_AMZ01,25.6069866,177.6828219,-293.1095471,
01/10/1992,Reg_AMZ01,25.5008098,174.8610178,-272.4984987,
01/11/1992,Reg_AMZ01,24.7405124,197.3896959,-242.867003,
01/12/1992,Reg_AMZ01,25.3640692,158.0765249,-225.5216462,
01/01/1993,Reg_AMZ01,25.4956612,179.473021,-221.2029599,
01/02/1993,Reg_AMZ01,25.5911555,164.3223668,-227.3907259,
01/03/1993,Reg_AMZ01,25.2393332,228.4014366,-203.3256949,
01/04/1993,Reg_AMZ01,25.3628617,204.3499931,-191.7081317,
01/05/1993,Reg_AMZ01,25.931,120.4251478,-190.696261,
01/06/1993,Reg_AMZ01,25.9538032,158.2596361,-232.1828302,
01/07/1993,Reg_AMZ01,26.2129919,142.5940642,-247.2347314,
01/08/1993,Reg_AMZ01,26.0424503,176.4533635,-233.0545893,
01/09/1993,Reg_AMZ01,25.6864194,205.4624287,-210.8874969,
01/10/1993,Reg_AMZ01,25.3479016,208.4954008,-180.0830882,
01/11/1993,Reg_AMZ01,24.7713848,261.3035806,-132.9189315,
01/12/1993,Reg_AMZ01,25.1196304,196.7908811,-101.7844529,
01/01/1994,Reg_AMZ01,25.250926,200.0368987,-91.24618795,
01/02/1994,Reg_AMZ01,25.190828,152.7589022,-71.28919399,
01/03/1994,Reg_AMZ01,25.4189472,175.9818291,-84.65908911,
01/04/1994,Reg_AMZ01,25.4633252,153.7453155,-101.7450383,
01/05/1994,Reg_AMZ01,25.0783403,232.7970562,-83.7175627,
01/06/1994,Reg_AMZ01,25.594803,184.8455691,-92.6969047,
01/07/1994,Reg_AMZ01,25.5245123,208.8605684,-98.4065129,
01/08/1994,Reg_AMZ01,25.45362,221.6110025,-99.04207684,
01/09/1994,Reg_AMZ01,25.676825,191.1380078,-89.68842481,
01/10/1994,Reg_AMZ01,24.6528887,226.8789559,-61.21802223,
01/11/1994,Reg_AMZ01,24.7016001,244.2907877,-57.00117354,
01/12/1994,Reg_AMZ01,25.4456906,170.001534,-45.57697829,
01/01/1995,Reg_AMZ01,25.4336749,165.8873539,-78.23905804,
01/02/1995,Reg_AMZ01,25.7583201,108.932212,-135.8673212,
01/03/1995,Reg_AMZ01,25.9585393,145.1181706,-138.0646156,
01/04/1995,Reg_AMZ01,25.8266086,155.752412,-149.6998552,
01/05/1995,Reg_AMZ01,25.3919551,230.5255755,-147.1654762,
01/06/1995,Reg_AMZ01,25.4481966,271.3377349,-76.69343283,
01/07/1995,Reg_AMZ01,25.5232244,226.1314209,-64.75410148,
01/08/1995,Reg_AMZ01,26.0800759,167.4394672,-81.93960645,
01/09/1995,Reg_AMZ01,25.7849772,191.3527375,-95.56088457,
01/10/1995,Reg_AMZ01,25.8694951,183.0370863,-97.47256811,
01/11/1995,Reg_AMZ01,24.7647438,259.8785288,-81.88089967,
01/12/1995,Reg_AMZ01,25.7289164,169.7874984,-69.26767965,
01/01/1996,Reg_AMZ01,24.75163,325.5441033,-31.03883161,
01/02/1996,Reg_AMZ01,25.2971164,232.2037182,21.24131727,
01/03/1996,Reg_AMZ01,25.2279288,280.5786213,36.34798562,
01/04/1996,Reg_AMZ01,25.630927,162.1935845,24.25868325,
01/05/1996,Reg_AMZ01,25.0478824,264.9797142,24.35631587,
01/06/1996,Reg_AMZ01,25.2240666,274.7422064,69.0975909,
01/07/1996,Reg_AMZ01,25.1870573,251.731302,83.45857208,
01/08/1996,Reg_AMZ01,25.0898063,212.8717789,85.09919721,
01/09/1996,Reg_AMZ01,25.4735274,200.5745862,62.45627812,
01/10/1996,Reg_AMZ01,25.7140053,186.4184761,40.40325581,
01/11/1996,Reg_AMZ01,25.1740769,210.3849617,21.41037406,
01/12/1996,Reg_AMZ01,25.7039739,153.4218029,12.09577911,
01/01/1997,Reg_AMZ01,25.1546394,259.3302103,6.439094065,
01/02/1997,Reg_AMZ01,25.1973548,213.2814049,31.7408885,
01/03/1997,Reg_AMZ01,25.3040191,136.6981704,20.50411844,
01/04/1997,Reg_AMZ01,25.4856187,152.9230531,-8.263716373,
01/05/1997,Reg_AMZ01,25.3733811,186.6470322,-21.97347939,
01/06/1997,Reg_AMZ01,26.1927021,113.3607348,-78.99625422,
01/07/1997,Reg_AMZ01,26.2440183,144.5857493,-119.4100544,
01/08/1997,Reg_AMZ01,25.6311011,204.6054726,-124.2759673,
01/09/1997,Reg_AMZ01,25.9297025,177.7687511,-119.7082986,
01/10/1997,Reg_AMZ01,26.2195826,170.2126549,-125.6785784,
01/11/1997,Reg_AMZ01,25.8399077,190.7730032,-132.4626305,
01/12/1997,Reg_AMZ01,25.6180495,156.3041599,-136.9273892,
01/01/1998,Reg_AMZ01,26.3757643,150.3690146,-171.218217,
01/02/1998,Reg_AMZ01,27.2676409,91.99726109,-225.685421,
01/03/1998,Reg_AMZ01,26.3901697,142.3837817,-255.7659575,
01/04/1998,Reg_AMZ01,26.5835987,199.2155885,-255.6233355,
01/05/1998,Reg_AMZ01,26.6873775,156.1858154,-271.6304812,
01/06/1998,Reg_AMZ01,26.1420147,184.6386911,-285.5970668,
01/07/1998,Reg_AMZ01,25.9345265,195.5906322,-272.1706245,
01/08/1998,Reg_AMZ01,26.2917479,176.294393,-256.1620614,
01/09/1998,Reg_AMZ01,26.0818428,189.4665806,-229.2628798,
01/10/1998,Reg_AMZ01,25.9706891,188.1624438,-196.481568,
01/11/1998,Reg_AMZ01,25.0607104,233.2286411,-157.386289,
01/12/1998,Reg_AMZ01,25.5668813,211.9302017,-138.3582132,
01/01/1999,Reg_AMZ01,24.8777754,256.1390312,-80.68622656,
01/02/1999,Reg_AMZ01,25.0200217,207.2445659,-33.53148116,
01/03/1999,Reg_AMZ01,25.2429041,237.575638,-5.915726374,
01/04/1999,Reg_AMZ01,25.0529639,215.8301224,42.21929388,
01/05/1999,Reg_AMZ01,24.5211452,191.7257194,68.18890773,
01/06/1999,Reg_AMZ01,24.9239653,206.2714818,124.8817069,
01/07/1999,Reg_AMZ01,25.0842539,196.9925865,126.7119245,
01/08/1999,Reg_AMZ01,24.552631,235.6560204,146.6659009,
01/09/1999,Reg_AMZ01,24.4694454,215.6655861,154.2233098,
01/10/1999,Reg_AMZ01,24.4051299,208.6749144,166.6928672,
01/11/1999,Reg_AMZ01,25.4275762,180.1589035,133.4485114,
01/12/1999,Reg_AMZ01,25.5345919,187.0879771,103.1046234,
01/01/2000,Reg_AMZ01,24.4988,301.3826563,169.3591234,
01/02/2000,Reg_AMZ01,24.6251505,210.9131343,190.6130556,
01/03/2000,Reg_AMZ01,24.6452198,309.9416878,212.6830272,
01/04/2000,Reg_AMZ01,24.3333058,361.6249629,278.5145535,
01/05/2000,Reg_AMZ01,24.825432,297.1544021,322.8045635,
01/06/2000,Reg_AMZ01,25.3317942,168.5644826,288.1693375,
01/07/2000,Reg_AMZ01,24.9026236,224.2724265,268.3085473,
01/08/2000,Reg_AMZ01,24.9173024,191.6068695,257.9984066,
01/09/2000,Reg_AMZ01,24.6773203,218.4057632,224.6938738,
01/10/2000,Reg_AMZ01,25.0640768,190.4725839,209.6498484,
01/11/2000,Reg_AMZ01,25.4022674,198.2617242,171.144138,
01/12/2000,Reg_AMZ01,24.949299,182.8194816,137.4351446,
01/01/2001,Reg_AMZ01,24.1722595,290.4655224,143.2543045,
01/02/2001,Reg_AMZ01,24.5208716,212.1404362,149.6197879,
01/03/2001,Reg_AMZ01,25.0166844,146.7901876,118.4256504,
01/04/2001,Reg_AMZ01,24.9982938,215.1529722,133.1481395,
01/05/2001,Reg_AMZ01,25.3627956,173.4138417,111.6885824,
01/06/2001,Reg_AMZ01,24.5606684,227.5772802,102.0425342,
01/07/2001,Reg_AMZ01,25.1945306,163.6683919,117.0489148,
01/08/2001,Reg_AMZ01,25.3961578,173.4580033,105.624203,
01/09/2001,Reg_AMZ01,24.6784262,205.7814435,107.267265,
01/10/2001,Reg_AMZ01,25.3192127,192.7456346,96.03262727,
01/11/2001,Reg_AMZ01,25.6736476,175.8383728,80.64407607,
01/12/2001,Reg_AMZ01,26.5941011,123.1836558,40.7077322,
01/01/2002,Reg_AMZ01,25.5859081,211.7929506,13.00674896,
01/02/2002,Reg_AMZ01,25.2663432,204.5673691,13.11904662,
01/03/2002,Reg_AMZ01,25.3883951,235.9494713,33.94496294,
01/04/2002,Reg_AMZ01,25.2863729,274.4263128,67.35184661,-45.17770114
01/05/2002,Reg_AMZ01,25.4852715,186.7676547,50.4484967,-105.9086698
01/06/2002,Reg_AMZ01,25.0956604,221.4939085,60.79797857,-139.5346691
01/07/2002,Reg_AMZ01,25.9225583,120.1940267,45.0757646,-110.0522824
01/08/2002,Reg_AMZ01,25.6094831,178.7153077,24.3598799,-20.52090075
01/09/2002,Reg_AMZ01,25.5250872,177.5995163,9.16253015,-77.75972746
01/10/2002,Reg_AMZ01,25.303626,177.0086966,-4.984117725,-99.35286375
01/11/2002,Reg_AMZ01,25.2783841,183.5735729,-8.853477254,-80.2909842
01/12/2002,Reg_AMZ01,24.7713898,227.7540578,-4.446925655,-99.81460999
01/01/2003,Reg_AMZ01,26.1986053,111.1829269,-49.67408906,-114.1885526
01/02/2003,Reg_AMZ01,25.3144989,269.7543276,-69.99535241,-138.5866632
01/03/2003,Reg_AMZ01,25.7259361,110.0808997,-84.51498987,-171.4959748
01/04/2003,Reg_AMZ01,25.2220253,234.1306241,-77.00708567,-162.0696474
01/05/2003,Reg_AMZ01,25.3276182,177.4323495,-28.23409165,-147.6290395
01/06/2003,Reg_AMZ01,25.4866727,183.5182058,-26.08859598,-142.3708399
01/07/2003,Reg_AMZ01,25.3502096,225.8397997,-24.32835061,-74.00425436
01/08/2003,Reg_AMZ01,25.2494733,191.3694074,-16.71186313,-72.07994129
01/09/2003,Reg_AMZ01,25.2743649,218.9616067,-1.090029269,-52.25811056
01/10/2003,Reg_AMZ01,25.1276634,206.3661116,11.05969246,-44.24630625
01/11/2003,Reg_AMZ01,25.4605519,192.6233257,18.06188171,-38.6579957
01/12/2003,Reg_AMZ01,26.0521034,155.1878769,-3.970540281,-71.69248469
01/01/2004,Reg_AMZ01,26.2525746,114.9875967,-27.5579112,-72.6251965
01/02/2004,Reg_AMZ01,25.3599241,265.1357113,-54.64094139,-115.8908397
01/03/2004,Reg_AMZ01,25.0903231,275.9816984,12.12834075,-97.44111564
01/04/2004,Reg_AMZ01,25.6671927,246.1195921,55.0370673,-91.04272752
01/05/2004,Reg_AMZ01,25.6681567,180.3070395,87.87093379,-89.20462191
01/06/2004,Reg_AMZ01,25.1371551,171.8788274,61.02260848,-118.0539431
01/07/2004,Reg_AMZ01,25.0803455,219.7857684,57.41001375,-119.8531824
01/08/2004,Reg_AMZ01,24.977212,199.0446657,66.84952509,-67.58508154
01/09/2004,Reg_AMZ01,25.3379334,199.9267164,69.99154591,-50.67403306
01/10/2004,Reg_AMZ01,25.700975,195.4679932,61.98383286,-11.96102265
01/11/2004,Reg_AMZ01,26.3185388,155.5507174,41.81527455,-41.433231
01/12/2004,Reg_AMZ01,27.0094495,140.7650303,-0.234180055,-101.6967102
01/01/2005,Reg_AMZ01,26.9515733,154.5881819,-28.48170088,-143.6203887
01/02/2005,Reg_AMZ01,25.954009,218.9231626,8.492697721,-132.6964118
01/03/2005,Reg_AMZ01,25.8266219,219.0014922,35.90099378,-73.23305638
01/04/2005,Reg_AMZ01,25.2679031,284.2555889,49.2622093,-37.49216174
01/05/2005,Reg_AMZ01,25.4484965,228.7687339,55.71546568,-45.95704991
01/06/2005,Reg_AMZ01,25.9939258,158.354154,23.39072371,-101.3384289
01/07/2005,Reg_AMZ01,25.5761346,196.9295088,7.963783908,-106.7184272
01/08/2005,Reg_AMZ01,25.6362426,190.3535582,4.339069134,-105.464259
01/09/2005,Reg_AMZ01,25.8786435,178.2554186,-5.30938682,-104.2773203
01/10/2005,Reg_AMZ01,25.7264111,199.1885181,-14.16053657,-100.8296603
01/11/2005,Reg_AMZ01,26.076673,189.8511409,-23.00895327,-98.3468202
01/12/2005,Reg_AMZ01,24.4151554,293.3901606,28.12964577,-7.37959839
01/01/2006,Reg_AMZ01,25.2001122,209.6709679,126.0703277,72.1095658
01/02/2006,Reg_AMZ01,25.6612438,206.6114668,133.8543322,67.44951377
01/03/2006,Reg_AMZ01,25.4231701,179.0924222,102.1177923,35.25310699
01/04/2006,Reg_AMZ01,25.0366036,232.3647032,100.276188,11.43421986
01/05/2006,Reg_AMZ01,24.8894476,259.8118771,151.0419633,70.65577279
01/06/2006,Reg_AMZ01,24.9943904,278.9018084,189.5384433,73.26720643
01/07/2006,Reg_AMZ01,25.3818503,206.7838227,181.8445489,51.63081404
01/08/2006,Reg_AMZ01,25.4691773,181.6218904,156.6643485,14.53782459
01/09/2006,Reg_AMZ01,25.7031651,202.5486289,120.8018899,-3.33668571
01/10/2006,Reg_AMZ01,25.6925344,186.8916025,92.89868614,-41.60271415
01/11/2006,Reg_AMZ01,24.7118465,238.2581348,95.37307856,-3.4480229
01/12/2006,Reg_AMZ01,25.4219988,185.8100904,94.72414186,38.74682431
01/01/2007,Reg_AMZ01,26.5359433,108.3240645,42.01436921,-15.0436286
01/02/2007,Reg_AMZ01,26.3259677,118.319841,-45.69731647,-96.1497949
01/03/2007,Reg_AMZ01,24.9787041,314.1016997,-10.77956452,-107.0296506
01/04/2007,Reg_AMZ01,25.2065967,221.5183675,37.42061088,-79.50556904
01/05/2007,Reg_AMZ01,25.499836,197.8688731,73.89045772,-62.59995131
01/06/2007,Reg_AMZ01,25.359672,187.3305061,74.55388797,-22.81719527
01/07/2007,Reg_AMZ01,25.5310296,187.3948385,62.32130952,-33.54965316
01/08/2007,Reg_AMZ01,25.188456,215.9160327,61.46227329,-22.38615308
01/09/2007,Reg_AMZ01,25.416564,201.8067101,63.45534208,-23.37530255
01/10/2007,Reg_AMZ01,24.7650699,231.5390951,74.13069204,-3.21179915
01/11/2007,Reg_AMZ01,25.1932146,199.3521698,69.60915739,16.3633164
01/12/2007,Reg_AMZ01,24.2688152,291.0771805,116.855989,63.80111141
01/01/2008,Reg_AMZ01,24.811574,211.6811722,129.4219517,87.7391607
01/02/2008,Reg_AMZ01,25.0699143,208.2929594,116.2884752,75.65513386
01/03/2008,Reg_AMZ01,24.9215548,241.4089148,121.6933461,75.30864599
01/04/2008,Reg_AMZ01,24.9568568,262.1965945,109.2632331,73.89467086
01/05/2008,Reg_AMZ01,24.8813849,268.056718,139.0595287,102.6854481
01/06/2008,Reg_AMZ01,24.8869233,239.0114156,177.8776875,128.5554095
01/07/2008,Reg_AMZ01,25.1703621,236.5892195,174.3393688,58.97852794
01/08/2008,Reg_AMZ01,25.4464198,200.2268554,151.9800277,49.11016749
01/09/2008,Reg_AMZ01,25.2879592,211.7487903,139.3977972,61.60632143
01/10/2008,Reg_AMZ01,25.3294798,207.8769368,138.529721,74.47898625
01/11/2008,Reg_AMZ01,26.2675492,177.0980048,113.6609618,65.1892977
01/12/2008,Reg_AMZ01,25.1149146,267.907263,131.5337536,95.41598881
01/01/2009,Reg_AMZ01,25.2808765,277.04844,156.1151852,138.1460501
01/02/2009,Reg_AMZ01,25.0389539,346.1074166,184.2581763,165.6356571
01/03/2009,Reg_AMZ01,25.5327055,233.7522914,199.7631273,217.8975062
01/04/2009,Reg_AMZ01,25.8858575,51.60604839,183.2764754,172.4117709
01/05/2009,Reg_AMZ01,25.4384046,181.0553681,101.850391,115.6371789
01/06/2009,Reg_AMZ01,25.0467708,289.5250978,170.6556385,162.6697988
01/07/2009,Reg_AMZ01,25.6487571,168.1274035,164.9305382,116.5434689
01/08/2009,Reg_AMZ01,26.3968584,178.7066439,114.3011834,80.50552229
01/09/2009,Reg_AMZ01,26.2623395,173.672259,76.00124736,62.51599069
01/10/2009,Reg_AMZ01,26.0785593,185.2441571,54.24479268,-2.57064235
01/11/2009,Reg_AMZ01,26.3041601,162.9198276,38.73542871,-27.8854943
01/12/2009,Reg_AMZ01,25.1151627,238.252083,27.17018887,-39.29798399
01/01/2010,Reg_AMZ01,25.7533685,208.637911,10.14309181,-6.9626885
01/02/2010,Reg_AMZ01,26.5309148,163.6079832,-20.59405279,-16.2228098
01/03/2010,Reg_AMZ01,26.936319,143.4776014,-101.9106362,-124.2510341
01/04/2010,Reg_AMZ01,25.9956704,284.8654672,-71.61586596,-78.46375854
01/05/2010,Reg_AMZ01,26.1387903,222.5668361,-36.1452684,-56.52131351
01/06/2010,Reg_AMZ01,25.920172,149.9200027,-41.01030177,-53.86070707
01/07/2010,Reg_AMZ01,25.45399,266.509539,-26.70542494,-33.25434726
01/08/2010,Reg_AMZ01,24.9820692,237.2952878,8.392669554,-4.28006281
01/09/2010,Reg_AMZ01,25.0430785,214.6675145,35.4045667,-30.4636953
01/10/2010,Reg_AMZ01,25.6800472,217.6373444,32.33145804,-12.49079915
01/11/2010,Reg_AMZ01,24.9309406,228.35384,55.81150748,51.6262965
01/12/2010,Reg_AMZ01,24.7836036,276.5577757,97.28767779,48.60490251
01/01/2011,Reg_AMZ01,24.8166682,264.8061181,130.3196543,128.7586576
01/02/2011,Reg_AMZ01,25.0493072,309.96204,157.6661184,166.5794812
01/03/2011,Reg_AMZ01,25.2921697,291.8174254,176.3075876,139.1179913
01/04/2011,Reg_AMZ01,24.8914254,249.9941472,224.8368183,153.1784376
01/05/2011,Reg_AMZ01,25.2019752,262.8509639,219.9392893,183.2385292
01/06/2011,Reg_AMZ01,25.651751,192.3241566,209.8691297,113.6792046
01/07/2011,Reg_AMZ01,25.3662274,202.2010952,188.3706639,107.2282659
01/08/2011,Reg_AMZ01,25.5942287,185.406105,156.2742497,69.77928069
01/09/2011,Reg_AMZ01,25.5740456,205.0705707,135.9699798,65.87510809
01/10/2011,Reg_AMZ01,25.1737039,244.6418905,134.9220723,61.11521395
01/11/2011,Reg_AMZ01,25.1774535,191.3194189,163.4192479,91.735431
01/12/2011,Reg_AMZ01,27.0394256,126.5555164,115.467966,50.90978291
01/01/2012,Reg_AMZ01,25.5123715,217.8390843,81.48564451,63.1416734
01/02/2012,Reg_AMZ01,24.9904938,306.0140082,96.51785077,110.7107504
01/03/2012,Reg_AMZ01,25.1447716,205.6178338,126.1949335,146.1317613
01/04/2012,Reg_AMZ01,25.5488703,180.6129286,106.9468463,44.57558416
01/05/2012,Reg_AMZ01,25.974155,101.1987194,39.9368154,-30.14395141
01/06/2012,Reg_AMZ01,25.9077166,106.8055639,-34.59676994,0.12387583
01/07/2012,Reg_AMZ01,25.6141666,208.3972385,-32.07689388,-19.97251596
01/08/2012,Reg_AMZ01,25.6392105,204.0964269,-13.59998547,-3.65997501
01/09/2012,Reg_AMZ01,26.3518688,188.8005888,-14.60853006,-3.04116718
01/10/2012,Reg_AMZ01,26.269353,192.4053031,-16.09226078,-16.20738385
01/11/2012,Reg_AMZ01,26.9065433,168.9612851,-25.97882114,-84.9532262
01/12/2012,Reg_AMZ01,25.7975762,210.1736641,-19.64064171,-43.48563209
01/01/2013,Reg_AMZ01,25.7605831,157.2628306,-23.92893952,-36.6635014
01/02/2013,Reg_AMZ01,25.4713963,232.8222753,-8.791564776,-19.9239063
01/03/2013,Reg_AMZ01,26.0010639,194.0278942,4.403725256,0.73799609
01/04/2013,Reg_AMZ01,25.784392,197.5462747,-27.90183606,25.54352226
01/05/2013,Reg_AMZ01,25.3706579,226.6295597,-14.05192652,46.06584239
01/06/2013,Reg_AMZ01,25.922721,140.5025022,-33.16996399,6.17557603
01/07/2013,Reg_AMZ01,25.1129479,238.4964451,-13.32760925,7.02608684
01/08/2013,Reg_AMZ01,24.9952474,253.4734903,22.66178273,8.24761569
01/09/2013,Reg_AMZ01,25.3824306,222.2194334,48.07095172,55.11559777
01/10/2013,Reg_AMZ01,25.5652443,212.445767,48.24130263,72.06474705
01/11/2013,Reg_AMZ01,25.3505451,220.9170039,61.19116926,66.9389883
01/12/2013,Reg_AMZ01,25.5275398,195.0141838,69.641965,83.43375031
01/01/2014,Reg_AMZ01,25.6648266,152.3847053,61.34895436,42.2016816
01/02/2014,Reg_AMZ01,25.16315,279.5025981,76.55926366,86.11543785
01/03/2014,Reg_AMZ01,25.318835,125.7195582,81.89172755,112.4238496
01/04/2014,Reg_AMZ01,25.5380437,161.1982486,43.29123797,73.95679476
01/05/2014,Reg_AMZ01,25.297577,174.5482088,61.75740316,84.07296289
01/06/2014,Reg_AMZ01,25.4489733,245.1617636,79.97881441,82.85859083
01/07/2014,Reg_AMZ01,25.4272448,202.5730628,96.4664479,50.47749084
01/08/2014,Reg_AMZ01,25.4516682,219.3906504,79.36934491,78.14538579
01/09/2014,Reg_AMZ01,25.9865601,185.7359451,58.76746411,59.34203742
01/10/2014,Reg_AMZ01,26.1422759,184.0486326,38.43645247,34.11879075
01/11/2014,Reg_AMZ01,26.466611,164.4181196,23.33427039,19.4353117
01/12/2014,Reg_AMZ01,26.3702508,136.9100952,0.590450793,23.03175081
