region,date,TWSrec_mm
AMZ08,15/04/2012,17.8924383
AMZ08,15/05/2012,14.8107761
AMZ08,15/06/2012,11.14531998
AMZ08,15/07/2012,5.674375368
AMZ08,15/08/2012,-2.268705815
AMZ08,15/09/2012,-9.193617871
AMZ08,15/10/2012,-2.690842752
AMZ08,15/11/2012,-7.703477675
AMZ08,15/12/2012,17.03795512
AMZ08,15/01/2013,14.03114874
AMZ08,15/02/2013,19.31505414
AMZ08,15/03/2013,21.92697149
AMZ08,15/04/2013,5.79343025
AMZ08,15/05/2013,-5.094892294
AMZ08,15/06/2013,13.04541808
AMZ08,15/07/2013,14.19096706
AMZ08,15/08/2013,9.731150304
AMZ08,15/09/2013,7.643113298
AMZ08,15/10/2013,6.502643325
AMZ08,15/11/2013,16.3815605
AMZ08,15/12/2013,12.99952901
AMZ08,15/01/2014,13.1805394
AMZ08,15/02/2014,21.27625515
AMZ08,15/03/2014,17.82083075
AMZ08,15/04/2014,11.89590805
AMZ08,15/05/2014,18.23534396
AMZ08,15/06/2014,10.57636749
AMZ08,15/07/2014,10.92762545
AMZ08,15/08/2014,12.63772768
AMZ08,15/09/2014,14.87157094
AMZ08,15/10/2014,15.51363703
AMZ08,15/11/2014,16.83055082
AMZ08,15/12/2014,17.00982738
AMZ08,15/01/2015,20.20064718
AMZ08,15/02/2015,25.71256819
AMZ08,15/03/2015,23.72976615
AMZ08,15/04/2015,29.08315135
AMZ08,15/05/2015,39.30191708
AMZ08,15/06/2015,31.98066901
AMZ08,15/07/2015,22.30982311
AMZ08,15/08/2015,13.39268602
AMZ08,15/09/2015,5.519462745
AMZ08,15/10/2015,-4.155253712
AMZ08,15/11/2015,-0.078426254
AMZ08,15/12/2015,-9.333486382
AMZ08,15/01/2016,-33.45341143
AMZ08,15/02/2016,-29.80317201
AMZ08,15/03/2016,-27.40898106
AMZ08,15/04/2016,-28.71220107
AMZ08,15/05/2016,-29.44569593
AMZ08,15/06/2016,-23.57811448
AMZ08,15/07/2016,-23.65485725
AMZ08,15/08/2016,-24.55652425
AMZ08,15/09/2016,-21.80965563
AMZ08,15/10/2016,-7.330141673
AMZ08,15/11/2016,-20.62018314
AMZ08,15/12/2016,-23.18662156
AMZ08,15/01/2017,10.06420714
AMZ08,15/02/2017,-1.450219386
AMZ08,15/03/2017,11.35910475
AMZ08,15/04/2017,12.23676262
AMZ08,15/05/2017,17.64722369
AMZ08,15/06/2017,19.38959574
AMZ08,15/07/2017,11.42287751
AMZ08,15/08/2017,0.136978182
AMZ08,15/09/2017,4.710522892
AMZ08,15/10/2017,-0.437742332
AMZ08,15/11/2017,2.034985887
AMZ08,15/12/2017,-1.601994646
AMZ08,15/01/2018,1.415609071
AMZ08,15/02/2018,-4.829760262
AMZ08,15/03/2018,1.421606376
AMZ08,15/04/2018,2.951899063
AMZ08,15/05/2018,7.311688382
AMZ08,15/06/2018,11.08986345
AMZ08,15/07/2018,0.509461116
AMZ08,15/08/2018,17.25508668
AMZ08,15/09/2018,4.900472232
AMZ08,15/10/2018,6.361900261
AMZ08,15/11/2018,14.51985401
AMZ08,15/12/2018,5.314775048
AMZ09,15/01/1985,24.55074504
AMZ09,15/02/1985,-9.206957096
AMZ09,15/03/1985,-14.95415421
AMZ09,15/04/1985,-0.854938967
AMZ09,15/05/1985,30.30412131
AMZ09,15/06/1985,36.18900725
AMZ09,15/07/1985,34.0157105
AMZ09,15/08/1985,40.67652732
AMZ09,15/09/1985,38.78673404
AMZ09,15/10/1985,40.3168265
AMZ09,15/11/1985,31.60209631
AMZ09,15/12/1985,14.77755332
AMZ09,15/01/1986,9.950908947
AMZ09,15/02/1986,62.7165629
AMZ09,15/03/1986,113.3625857
AMZ09,15/04/1986,104.0387616
AMZ09,15/05/1986,62.48291192
AMZ09,15/06/1986,53.31708201
AMZ09,15/07/1986,44.92471529
AMZ09,15/08/1986,41.45897544
AMZ09,15/09/1986,52.11668395
AMZ09,15/10/1986,70.737253
AMZ09,15/11/1986,53.94950613
AMZ09,15/12/1986,39.38586476
AMZ09,15/01/1987,64.91823302
AMZ09,15/02/1987,56.84384053
AMZ09,15/03/1987,7.418936663
AMZ09,15/04/1987,-15.30465146
AMZ09,15/05/1987,-18.63190693
AMZ09,15/06/1987,-25.45948739
AMZ09,15/07/1987,-22.69916904
AMZ09,15/08/1987,-18.09951558
AMZ09,15/09/1987,-0.23596252
AMZ09,15/10/1987,5.836235958
AMZ09,15/11/1987,15.0798929
AMZ09,15/12/1987,21.19267605
AMZ09,15/01/1988,7.959598651
AMZ09,15/02/1988,46.74505782
AMZ09,15/03/1988,6.308680936
AMZ09,15/04/1988,-12.5348641
AMZ09,15/05/1988,19.75473729
AMZ09,15/06/1988,25.98156981
AMZ09,15/07/1988,4.726772965
AMZ09,15/08/1988,-16.44934538
AMZ09,15/09/1988,-21.60541054
AMZ09,15/10/1988,-19.64417622
AMZ09,15/11/1988,-11.96863824
AMZ09,15/12/1988,-4.192696697
AMZ09,15/01/1989,22.46486114
AMZ09,15/02/1989,56.52973183
AMZ09,15/03/1989,70.40197018
AMZ09,15/04/1989,89.77995707
AMZ09,15/05/1989,70.25001919
AMZ09,15/06/1989,70.71285238
AMZ09,15/07/1989,49.6867714
AMZ09,15/08/1989,49.39088603
AMZ09,15/09/1989,23.22746072
AMZ09,15/10/1989,36.29750507
AMZ09,15/11/1989,30.74888053
AMZ09,15/12/1989,-32.5376499
AMZ09,15/01/1990,-10.10899866
AMZ09,15/02/1990,22.8860981
AMZ09,15/03/1990,8.227788259
AMZ09,15/04/1990,-19.65562509
AMZ09,15/05/1990,-39.75785276
AMZ09,15/06/1990,2.309543126
AMZ09,15/07/1990,35.15260246
AMZ09,15/08/1990,27.32771988
AMZ09,15/09/1990,39.82349312
AMZ09,15/10/1990,24.72600405
AMZ09,15/11/1990,19.75445363
AMZ09,15/12/1990,24.37639132
AMZ09,15/01/1991,25.48624233
AMZ09,15/02/1991,-12.70721359
AMZ09,15/03/1991,6.628904441
AMZ09,15/04/1991,16.29106541
AMZ09,15/05/1991,17.1608545
AMZ09,15/06/1991,16.30397219
AMZ09,15/07/1991,4.944716745
AMZ09,15/08/1991,-5.948611457
AMZ09,15/09/1991,0.325176177
AMZ09,15/10/1991,1.967068641
AMZ09,15/11/1991,7.742905822
AMZ09,15/12/1991,3.267502994
AMZ09,15/01/1992,-0.51144864
AMZ09,15/02/1992,-40.62772356
AMZ09,15/03/1992,2.17366712
AMZ09,15/04/1992,-10.15198356
AMZ09,15/05/1992,-45.53151555
AMZ09,15/06/1992,-45.81547671
AMZ09,15/07/1992,-24.00829407
AMZ09,15/08/1992,-2.188277974
AMZ09,15/09/1992,29.34541244
AMZ09,15/10/1992,24.44267984
AMZ09,15/11/1992,-4.631511241
AMZ09,15/12/1992,5.92932026
AMZ09,15/01/1993,42.78489103
AMZ09,15/02/1993,69.632377
AMZ09,15/03/1993,69.88205309
AMZ09,15/04/1993,60.35510576
AMZ09,15/05/1993,32.16802306
AMZ09,15/06/1993,12.04760537
AMZ09,15/07/1993,13.61471282
AMZ09,15/08/1993,25.45260408
AMZ09,15/09/1993,48.11900814
AMZ09,15/10/1993,39.60949166
AMZ09,15/11/1993,63.91745072
AMZ09,15/12/1993,66.07278184
AMZ09,15/01/1994,52.08395244
AMZ09,15/02/1994,80.49530736
AMZ09,15/03/1994,64.79760003
AMZ09,15/04/1994,71.08511452
AMZ09,15/05/1994,64.28069014
AMZ09,15/06/1994,84.51954037
AMZ09,15/07/1994,89.99327641
AMZ09,15/08/1994,86.98064194
AMZ09,15/09/1994,74.27482931
AMZ09,15/10/1994,73.24409175
AMZ09,15/11/1994,68.26223225
AMZ09,15/12/1994,66.65771569
AMZ09,15/01/1995,28.20830237
AMZ09,15/02/1995,-7.46995591
AMZ09,15/03/1995,17.51057734
AMZ09,15/04/1995,16.50813396
AMZ09,15/05/1995,-3.324494723
AMZ09,15/06/1995,-6.666104523
AMZ09,15/07/1995,-2.177957959
AMZ09,15/08/1995,-22.99066709
AMZ09,15/09/1995,-24.3828633
AMZ09,15/10/1995,-25.50538596
AMZ09,15/11/1995,-12.71217863
AMZ09,15/12/1995,-4.611139181
AMZ09,15/01/1996,-16.55740659
AMZ09,15/02/1996,3.886987526
AMZ09,15/03/1996,4.881814249
AMZ09,15/04/1996,5.110164307
AMZ09,15/05/1996,16.07860907
AMZ09,15/06/1996,17.41846884
AMZ09,15/07/1996,5.89330088
AMZ09,15/08/1996,26.58774453
AMZ09,15/09/1996,29.47836726
AMZ09,15/10/1996,44.92078564
AMZ09,15/11/1996,23.09752834
AMZ09,15/12/1996,18.63734166
AMZ09,15/01/1997,-9.561158064
AMZ09,15/02/1997,4.78775114
AMZ09,15/03/1997,25.47098677
AMZ09,15/04/1997,0.514365641
AMZ09,15/05/1997,14.85317385
AMZ09,15/06/1997,10.72680175
AMZ09,15/07/1997,-7.355450657
AMZ09,15/08/1997,8.725892675
AMZ09,15/09/1997,-2.907823602
AMZ09,15/10/1997,-29.70341153
AMZ09,15/11/1997,-49.76085749
AMZ09,15/12/1997,-40.66656645
AMZ09,15/01/1998,-35.89969786
AMZ09,15/02/1998,-45.71040971
AMZ09,15/03/1998,-20.53344171
AMZ09,15/04/1998,-13.17289356
AMZ09,15/05/1998,-28.4305105
AMZ09,15/06/1998,-29.30281314
AMZ09,15/07/1998,-25.47781193
AMZ09,15/08/1998,-22.80908805
AMZ09,15/09/1998,-25.66157239
AMZ09,15/10/1998,-28.48557117
AMZ09,15/11/1998,-0.460810061
AMZ09,15/12/1998,-7.617710388
AMZ09,15/01/1999,8.457767531
AMZ09,15/02/1999,42.80374969
AMZ09,15/03/1999,8.762488192
AMZ09,15/04/1999,13.79984768
AMZ09,15/05/1999,33.79810667
AMZ09,15/06/1999,47.17740609
AMZ09,15/07/1999,39.98079402
AMZ09,15/08/1999,24.0974977
AMZ09,15/09/1999,2.956106037
AMZ09,15/10/1999,-9.238407418
AMZ09,15/11/1999,-17.43404767
AMZ09,15/12/1999,-5.941725543
AMZ09,15/01/2000,-6.00157255
AMZ09,15/02/2000,-12.91407367
AMZ09,15/03/2000,-9.357349321
AMZ09,15/04/2000,18.15973756
AMZ09,15/05/2000,31.81761482
AMZ09,15/06/2000,27.91729136
AMZ09,15/07/2000,40.80128274
AMZ09,15/08/2000,57.38419484
AMZ09,15/09/2000,34.37154419
AMZ09,15/10/2000,36.3684112
AMZ09,15/11/2000,21.95711861
AMZ09,15/12/2000,-0.677705442
AMZ09,15/01/2001,2.133234416
AMZ09,15/02/2001,-10.95920639
AMZ09,15/03/2001,-17.27687419
AMZ09,15/04/2001,-13.21268547
AMZ09,15/05/2001,-11.38949588
AMZ09,15/06/2001,-11.35763166
AMZ09,15/07/2001,-0.431958215
AMZ09,15/08/2001,-8.997619277
AMZ09,15/09/2001,-5.070689909
AMZ09,15/10/2001,-18.07620571
AMZ09,15/11/2001,-32.83493027
AMZ09,15/12/2001,-14.70980688
AMZ09,15/01/2002,-36.6425781
AMZ09,15/02/2002,-25.93547652
AMZ09,15/03/2002,-37.18475408
AMZ09,15/04/2002,-41.47884232
AMZ09,15/05/2002,-21.75359533
AMZ09,15/06/2002,-25.75403321
AMZ09,15/07/2002,-3.48060054
AMZ09,15/08/2002,4.687195328
AMZ09,15/09/2002,-6.696161655
AMZ09,15/10/2002,-26.31745198
AMZ09,15/11/2002,-10.02442327
AMZ09,15/12/2002,-10.22255737
AMZ09,15/01/2003,-20.20247101
AMZ09,15/02/2003,-19.94607581
AMZ09,15/03/2003,-27.01316387
AMZ09,15/04/2003,-33.49152537
AMZ09,15/05/2003,-19.72355762
AMZ09,15/06/2003,1.177752329
AMZ09,15/07/2003,3.099702207
AMZ09,15/08/2003,-0.696392075
AMZ09,15/09/2003,-11.31597608
AMZ09,15/10/2003,-14.4385056
AMZ09,15/11/2003,-29.26737945
AMZ09,15/12/2003,-44.93397623
AMZ09,15/01/2004,-51.92803863
AMZ09,15/02/2004,-108.0805291
AMZ09,15/03/2004,-123.6726965
AMZ09,15/04/2004,-116.8679905
AMZ09,15/05/2004,-109.4458191
AMZ09,15/06/2004,-82.27944945
AMZ09,15/07/2004,-41.39278087
AMZ09,15/08/2004,-21.96194451
AMZ09,15/09/2004,-2.964852076
AMZ09,15/10/2004,2.149106375
AMZ09,15/11/2004,2.450612609
AMZ09,15/12/2004,-12.46524086
AMZ09,15/01/2005,-31.52645627
AMZ09,15/02/2005,-47.14348975
AMZ09,15/03/2005,-71.17175473
AMZ09,15/04/2005,-59.89562065
AMZ09,15/05/2005,-56.51870938
AMZ09,15/06/2005,-46.58174938
AMZ09,15/07/2005,-55.24573872
AMZ09,15/08/2005,-67.16726494
AMZ09,15/09/2005,-58.81578474
AMZ09,15/10/2005,-44.93645094
AMZ09,15/11/2005,-36.04888661
AMZ09,15/12/2005,-49.72951601
AMZ09,15/01/2006,-51.21376679
AMZ09,15/02/2006,-44.87873821
AMZ09,15/03/2006,-53.06772192
AMZ09,15/04/2006,-54.58783205
AMZ09,15/05/2006,-74.90755998
AMZ09,15/06/2006,-67.36300377
AMZ09,15/07/2006,-70.88092536
AMZ09,15/08/2006,-60.90323883
AMZ09,15/09/2006,-50.86474725
AMZ09,15/10/2006,-34.49263309
AMZ09,15/11/2006,-18.84866964
AMZ09,15/12/2006,-12.4824932
AMZ09,15/01/2007,-21.32304985
AMZ09,15/02/2007,-84.14801851
AMZ09,15/03/2007,-97.69628131
AMZ09,15/04/2007,-79.85348993
AMZ09,15/05/2007,-63.35956888
AMZ09,15/06/2007,-61.57330533
AMZ09,15/07/2007,-59.81847972
AMZ09,15/08/2007,-41.98866249
AMZ09,15/09/2007,-24.33688291
AMZ09,15/10/2007,-9.808124007
AMZ09,15/11/2007,18.67261463
AMZ09,15/12/2007,18.99285825
AMZ09,15/01/2008,38.87194257
AMZ09,15/02/2008,17.64257713
AMZ09,15/03/2008,16.58084827
AMZ09,15/04/2008,29.26071336
AMZ09,15/05/2008,1.926014618
AMZ09,15/06/2008,1.34736887
AMZ09,15/07/2008,-12.96011215
AMZ09,15/08/2008,-20.1929355
AMZ09,15/09/2008,-20.71534504
AMZ09,15/10/2008,-13.98874057
AMZ09,15/11/2008,-4.309752788
AMZ09,15/12/2008,2.420195692
AMZ09,15/01/2009,29.31806679
AMZ09,15/02/2009,53.685659
AMZ09,15/03/2009,60.74048881
AMZ09,15/04/2009,72.25874865
AMZ09,15/05/2009,66.71065192
AMZ09,15/06/2009,51.47220772
AMZ09,15/07/2009,41.73125539
AMZ09,15/08/2009,27.83588535
AMZ09,15/09/2009,4.753636859
AMZ09,15/10/2009,-4.767390231
AMZ09,15/11/2009,-34.95003741
AMZ09,15/12/2009,-15.94268341
AMZ09,15/01/2010,-33.96895844
AMZ09,15/02/2010,-38.54331535
AMZ09,15/03/2010,-68.59048454
AMZ09,15/04/2010,-79.47294728
AMZ09,15/05/2010,-56.74180869
AMZ09,15/06/2010,-54.33842045
AMZ09,15/07/2010,-66.29278399
AMZ09,15/08/2010,-69.1727251
AMZ09,15/09/2010,-69.52462444
AMZ09,15/10/2010,-70.68203683
AMZ09,15/11/2010,-46.64238615
AMZ09,15/12/2010,-49.24085732
AMZ09,15/01/2011,-67.22999963
AMZ09,15/02/2011,-48.8124337
AMZ09,15/03/2011,-16.46270132
AMZ09,15/04/2011,11.62525282
AMZ09,15/05/2011,-3.226302422
AMZ09,15/06/2011,-18.74574968
AMZ09,15/07/2011,-16.89809775
AMZ09,15/08/2011,-36.25100531
AMZ09,15/09/2011,-32.70923529
AMZ09,15/10/2011,1.478378283
AMZ09,15/11/2011,-7.160333712
AMZ09,15/12/2011,14.64087868
AMZ09,15/01/2012,44.85265356
AMZ09,15/02/2012,60.33616819
AMZ09,15/03/2012,65.67083308
AMZ09,15/04/2012,62.04770179
AMZ09,15/05/2012,33.11211133
AMZ09,15/06/2012,26.94169442
AMZ09,15/07/2012,18.83570792
AMZ09,15/08/2012,-9.455455327
AMZ09,15/09/2012,-20.74557099
AMZ09,15/10/2012,8.273130132
AMZ09,15/11/2012,-2.883996137
AMZ09,15/12/2012,16.50504768
AMZ09,15/01/2013,40.48964636
AMZ09,15/02/2013,53.44330773
AMZ09,15/03/2013,66.85338427
AMZ09,15/04/2013,41.14508433
AMZ09,15/05/2013,0.445613117
AMZ09,15/06/2013,20.98655727
AMZ09,15/07/2013,36.5220971
AMZ09,15/08/2013,35.5927974
AMZ09,15/09/2013,30.26164246
AMZ09,15/10/2013,16.05966214
AMZ09,15/11/2013,15.03986692
AMZ09,15/12/2013,10.46403652
AMZ09,15/01/2014,6.677309394
AMZ09,15/02/2014,24.21310889
AMZ09,15/03/2014,39.99559941
AMZ09,15/04/2014,24.4555251
AMZ09,15/05/2014,33.17416684
AMZ09,15/06/2014,12.81722603
AMZ09,15/07/2014,12.50865782
AMZ09,15/08/2014,21.86836091
AMZ09,15/09/2014,14.36714738
AMZ09,15/10/2014,25.49345925
AMZ09,15/11/2014,34.08879215
AMZ09,15/12/2014,42.34372433
AMZ09,15/01/2015,83.92536496
AMZ09,15/02/2015,103.2242991
AMZ09,15/03/2015,91.00589621
AMZ09,15/04/2015,95.69225082
AMZ09,15/05/2015,116.5896165
AMZ09,15/06/2015,105.805399
AMZ09,15/07/2015,74.93681185
AMZ09,15/08/2015,44.17596255
AMZ09,15/09/2015,7.815214566
AMZ09,15/10/2015,-28.5146847
AMZ09,15/11/2015,-45.19950851
AMZ09,15/12/2015,-62.35516607
AMZ09,15/01/2016,-67.40986596
AMZ09,15/02/2016,-75.6501628
AMZ09,15/03/2016,-46.40321152
AMZ09,15/04/2016,-31.19219991
AMZ09,15/05/2016,-52.41050477
AMZ09,15/06/2016,-40.10382443
AMZ09,15/07/2016,-41.64820765
AMZ09,15/08/2016,-43.10982772
AMZ09,15/09/2016,-30.79545334
AMZ09,15/10/2016,0.70553928
AMZ09,15/11/2016,-29.27817578
AMZ09,15/12/2016,-32.28368503
AMZ09,15/01/2017,43.84866657
AMZ09,15/02/2017,58.18634798
AMZ09,15/03/2017,62.30687205
AMZ09,15/04/2017,40.2852377
AMZ09,15/05/2017,38.29148571
AMZ09,15/06/2017,28.17471096
AMZ09,15/07/2017,-0.735784434
AMZ09,15/08/2017,-26.86274946
AMZ09,15/09/2017,-13.55450841
AMZ09,15/10/2017,-8.140592626
AMZ09,15/11/2017,8.33622498
AMZ09,15/12/2017,-4.844152068
AMZ09,15/01/2018,-16.15492357
AMZ09,15/02/2018,-34.18290713
AMZ09,15/03/2018,-37.77306937
AMZ09,15/04/2018,-10.83071211
AMZ09,15/05/2018,33.77249159
AMZ09,15/06/2018,30.9166029
AMZ09,15/07/2018,-5.782821853
AMZ09,15/08/2018,18.73132302
AMZ09,15/09/2018,7.321016709
AMZ09,15/10/2018,16.28383888
AMZ09,15/11/2018,28.03645543
AMZ09,15/12/2018,36.12379692
AMZ10,15/01/1985,11.99903106
AMZ10,15/02/1985,-15.13637569
AMZ10,15/03/1985,-31.06768856
AMZ10,15/04/1985,-55.83938676
AMZ10,15/05/1985,-18.85952769
AMZ10,15/06/1985,22.05086722
AMZ10,15/07/1985,50.23280737
AMZ10,15/08/1985,73.94066907
AMZ10,15/09/1985,77.23139245
AMZ10,15/10/1985,67.43936637
AMZ10,15/11/1985,64.25869946
AMZ10,15/12/1985,79.23690862
AMZ10,15/01/1986,75.26049704
AMZ10,15/02/1986,91.76350014
AMZ10,15/03/1986,89.101669
AMZ10,15/04/1986,87.05955959
AMZ10,15/05/1986,68.87716335
AMZ10,15/06/1986,77.12665226
AMZ10,15/07/1986,105.7815128
AMZ10,15/08/1986,95.0310653
AMZ10,15/09/1986,101.2786634
AMZ10,15/10/1986,118.1082334
AMZ10,15/11/1986,122.1011124
AMZ10,15/12/1986,109.1323216
AMZ10,15/01/1987,112.5615076
AMZ10,15/02/1987,115.4114522
AMZ10,15/03/1987,59.09294143
AMZ10,15/04/1987,9.048378535
AMZ10,15/05/1987,-7.722465272
AMZ10,15/06/1987,-35.65062482
AMZ10,15/07/1987,-39.1982173
AMZ10,15/08/1987,-45.71000553
AMZ10,15/09/1987,-37.02044832
AMZ10,15/10/1987,-21.20387556
AMZ10,15/11/1987,-25.31542676
AMZ10,15/12/1987,-21.19624964
AMZ10,15/01/1988,9.1494607
AMZ10,15/02/1988,35.86077993
AMZ10,15/03/1988,-16.47144845
AMZ10,15/04/1988,-28.87987278
AMZ10,15/05/1988,24.68306041
AMZ10,15/06/1988,42.90810371
AMZ10,15/07/1988,35.14483987
AMZ10,15/08/1988,3.414829443
AMZ10,15/09/1988,-15.66121274
AMZ10,15/10/1988,-22.11757649
AMZ10,15/11/1988,-10.24125297
AMZ10,15/12/1988,-0.047231759
AMZ10,15/01/1989,44.41290992
AMZ10,15/02/1989,74.74370563
AMZ10,15/03/1989,64.59110945
AMZ10,15/04/1989,62.21427086
AMZ10,15/05/1989,74.04525957
AMZ10,15/06/1989,126.1562041
AMZ10,15/07/1989,125.8614234
AMZ10,15/08/1989,102.6675762
AMZ10,15/09/1989,56.6608807
AMZ10,15/10/1989,74.86192355
AMZ10,15/11/1989,85.34851796
AMZ10,15/12/1989,29.97147787
AMZ10,15/01/1990,26.33502279
AMZ10,15/02/1990,62.00334258
AMZ10,15/03/1990,47.83328168
AMZ10,15/04/1990,31.99565648
AMZ10,15/05/1990,-5.643876155
AMZ10,15/06/1990,43.45550061
AMZ10,15/07/1990,70.29662707
AMZ10,15/08/1990,64.38589198
AMZ10,15/09/1990,56.52706486
AMZ10,15/10/1990,24.3168883
AMZ10,15/11/1990,3.927572924
AMZ10,15/12/1990,13.84843784
AMZ10,15/01/1991,9.156841305
AMZ10,15/02/1991,-8.624221515
AMZ10,15/03/1991,6.606039503
AMZ10,15/04/1991,33.29845575
AMZ10,15/05/1991,68.17024821
AMZ10,15/06/1991,74.14024227
AMZ10,15/07/1991,75.80783848
AMZ10,15/08/1991,52.8491718
AMZ10,15/09/1991,53.28663589
AMZ10,15/10/1991,29.62238864
AMZ10,15/11/1991,27.57036329
AMZ10,15/12/1991,6.965609165
AMZ10,15/01/1992,-14.53583297
AMZ10,15/02/1992,-75.27536042
AMZ10,15/03/1992,-13.41590913
AMZ10,15/04/1992,-28.08058322
AMZ10,15/05/1992,-81.14611754
AMZ10,15/06/1992,-109.1887423
AMZ10,15/07/1992,-97.13967068
AMZ10,15/08/1992,-51.17149615
AMZ10,15/09/1992,-9.460330038
AMZ10,15/10/1992,-2.568168366
AMZ10,15/11/1992,-13.22921899
AMZ10,15/12/1992,3.222096324
AMZ10,15/01/1993,29.10592483
AMZ10,15/02/1993,52.15489318
AMZ10,15/03/1993,84.91729419
AMZ10,15/04/1993,91.33449597
AMZ10,15/05/1993,68.80716175
AMZ10,15/06/1993,27.62284519
AMZ10,15/07/1993,24.3882761
AMZ10,15/08/1993,41.65282334
AMZ10,15/09/1993,75.80350427
AMZ10,15/10/1993,66.97674019
AMZ10,15/11/1993,93.66078302
AMZ10,15/12/1993,72.34780391
AMZ10,15/01/1994,78.75587721
AMZ10,15/02/1994,108.6200316
AMZ10,15/03/1994,100.7564124
AMZ10,15/04/1994,101.7817036
AMZ10,15/05/1994,110.4993279
AMZ10,15/06/1994,125.110275
AMZ10,15/07/1994,125.8483165
AMZ10,15/08/1994,117.2367173
AMZ10,15/09/1994,118.5585592
AMZ10,15/10/1994,110.1755911
AMZ10,15/11/1994,82.05338735
AMZ10,15/12/1994,92.01202037
AMZ10,15/01/1995,28.82178032
AMZ10,15/02/1995,-27.96110629
AMZ10,15/03/1995,-7.218112363
AMZ10,15/04/1995,-26.11130305
AMZ10,15/05/1995,-17.95382726
AMZ10,15/06/1995,1.692407015
AMZ10,15/07/1995,3.451928372
AMZ10,15/08/1995,-31.15471335
AMZ10,15/09/1995,-33.17852747
AMZ10,15/10/1995,-46.24199108
AMZ10,15/11/1995,-31.6190379
AMZ10,15/12/1995,-3.554541592
AMZ10,15/01/1996,-5.559379574
AMZ10,15/02/1996,3.567134981
AMZ10,15/03/1996,-0.331477629
AMZ10,15/04/1996,-8.267397725
AMZ10,15/05/1996,14.36920497
AMZ10,15/06/1996,24.61868148
AMZ10,15/07/1996,8.113829717
AMZ10,15/08/1996,34.75679254
AMZ10,15/09/1996,41.84773333
AMZ10,15/10/1996,63.31421747
AMZ10,15/11/1996,46.63886677
AMZ10,15/12/1996,40.56811106
AMZ10,15/01/1997,18.21000468
AMZ10,15/02/1997,34.23340365
AMZ10,15/03/1997,120.2261695
AMZ10,15/04/1997,111.0814166
AMZ10,15/05/1997,125.7616551
AMZ10,15/06/1997,81.50900115
AMZ10,15/07/1997,36.12456123
AMZ10,15/08/1997,37.94665144
AMZ10,15/09/1997,6.795288808
AMZ10,15/10/1997,-38.8021303
AMZ10,15/11/1997,-72.84386857
AMZ10,15/12/1997,-86.91669398
AMZ10,15/01/1998,-93.50756381
AMZ10,15/02/1998,-132.4522163
AMZ10,15/03/1998,-107.1226473
AMZ10,15/04/1998,-84.14800812
AMZ10,15/05/1998,-70.84349614
AMZ10,15/06/1998,-66.41092039
AMZ10,15/07/1998,-60.77827528
AMZ10,15/08/1998,-52.93216234
AMZ10,15/09/1998,-58.92400807
AMZ10,15/10/1998,-66.66157061
AMZ10,15/11/1998,-45.67496755
AMZ10,15/12/1998,-49.98806614
AMZ10,15/01/1999,-29.16707014
AMZ10,15/02/1999,11.73795588
AMZ10,15/03/1999,-24.84134155
AMZ10,15/04/1999,-4.070253394
AMZ10,15/05/1999,41.45313626
AMZ10,15/06/1999,68.15668791
AMZ10,15/07/1999,61.11016955
AMZ10,15/08/1999,45.15223738
AMZ10,15/09/1999,18.68635494
AMZ10,15/10/1999,14.84440726
AMZ10,15/11/1999,-17.87883747
AMZ10,15/12/1999,-24.24021196
AMZ10,15/01/2000,-30.84179652
AMZ10,15/02/2000,-27.46496324
AMZ10,15/03/2000,-12.80131113
AMZ10,15/04/2000,25.66276694
AMZ10,15/05/2000,58.69546206
AMZ10,15/06/2000,42.6230629
AMZ10,15/07/2000,56.18553224
AMZ10,15/08/2000,81.42118993
AMZ10,15/09/2000,62.34955891
AMZ10,15/10/2000,81.01184058
AMZ10,15/11/2000,82.48605516
AMZ10,15/12/2000,58.64385185
AMZ10,15/01/2001,58.99627916
AMZ10,15/02/2001,72.69796311
AMZ10,15/03/2001,55.79757336
AMZ10,15/04/2001,47.19323969
AMZ10,15/05/2001,29.50916611
AMZ10,15/06/2001,31.00520161
AMZ10,15/07/2001,51.27811659
AMZ10,15/08/2001,41.45180741
AMZ10,15/09/2001,40.92921897
AMZ10,15/10/2001,24.60525933
AMZ10,15/11/2001,-10.04729872
AMZ10,15/12/2001,-26.41308436
AMZ10,15/01/2002,-54.24070363
AMZ10,15/02/2002,-48.46242214
AMZ10,15/03/2002,-55.94727017
AMZ10,15/04/2002,-72.91927474
AMZ10,15/05/2002,-64.11872845
AMZ10,15/06/2002,-73.63341917
AMZ10,15/07/2002,-43.9759606
AMZ10,15/08/2002,-9.213137472
AMZ10,15/09/2002,-19.25217018
AMZ10,15/10/2002,-37.33582953
AMZ10,15/11/2002,-23.16169027
AMZ10,15/12/2002,-5.738386604
AMZ10,15/01/2003,-32.21055876
AMZ10,15/02/2003,-45.6688557
AMZ10,15/03/2003,-38.53613163
AMZ10,15/04/2003,-36.03463811
AMZ10,15/05/2003,-18.2897567
AMZ10,15/06/2003,19.55640746
AMZ10,15/07/2003,30.99486247
AMZ10,15/08/2003,28.59044737
AMZ10,15/09/2003,34.36059208
AMZ10,15/10/2003,51.92834787
AMZ10,15/11/2003,28.11388123
AMZ10,15/12/2003,-11.46858407
AMZ10,15/01/2004,-33.50833184
AMZ10,15/02/2004,-85.98403547
AMZ10,15/03/2004,-92.85716896
